nf,5941,OR-8,TRUE,'instance-of',sk1,'process-boundary',sk144,,<--,538, BFO-lyx-2, mppa,106,,,,,,,
nf,5940,OR-8,TRUE,'instance-of',sk1,process,sk144,,<--,538, BFO-lyx-2, mppa,106,,,,,,,
nf,5939,OR-8,TRUE,'instance-of',sk1,'process-boundary',sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,5938,OR-8,TRUE,'instance-of',sk1,process,sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,5937,OR-8,TRUE,'instance-of',sk1,'process-boundary',sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,5936,OR-8,TRUE,'instance-of',sk1,process,sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,5935,OR-8,TRUE,'instance-of',sk19,'process-boundary',sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
nf,5934,OR-8,TRUE,'instance-of',sk19,process,sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
pf,5782,CRT,TRUE,particular,sk162,,,,<--,374, BFO-ptm-1, ffaa,5536,5781,5779,,,,,
nf,5781,OR-7,TRUE,'exists-at',sk165,sk162,,,<--,270, BFO-bee-1, mpp,5780,5536,44,,,,,
nf,5780,OR-7,TRUE,'instance-of',sk165,'spatial-region',sk162,,<--,486, BFO-lzw-1, mpp,5758,,,,,,,
nf,5779,OR-7,TRUE,'exists-at',sk2,sk162,,,<--,270, BFO-bee-1, mpp,5778,5536,87,,,,,
nf,5778,OR-7,TRUE,'instance-of',sk2,continuant,sk162,,<--,211, BFO-bdd-1, mpp,5755,,,,,,,
nf,5777,OR-7,TRUE,'instance-of',sk2,'spatial-region',sk162,,<--,486, BFO-lzw-1, mpp,5757,,,,,,,
nf,5776,OR-7,TRUE,'exists-at',sk162,sk162,,,<--,270, BFO-bee-1, mpp,5536,52,,,,,,
nf,5775,OR-7,TRUE,entity,sk162,,,,<--,824, BFO-vgn-1, mpp,5767,,,,,,,
nf,5774,OR-7,TRUE,'has-temporal-part',sk162,sk162,,,<--,662, BFO-boo-1, mpp,5765,,,,,,,
nf,5773,OR-7,TRUE,'has-occurrent-part',sk162,sk162,,,<--,346, BFO-yvi-1, mpp,5772,,,,,,,
nf,5772,OR-7,TRUE,'occurrent-part-of',sk162,sk162,,,<--,350, BFO-hbj-1, mpp,5767,,,,,,,
nf,5771,OR-7,FALSE,'proper-temporal-part-of',sk162,sk162,,,<--,675, BFO-aeu-1, mpt,5769,,,,,,,
nf,5770,OR-7,FALSE,'proper-occurrent-part-of',sk162,sk162,,,<--,353, BFO-okr-1, mpt,5769,,,,,,,
nf,5769,OR-7,TRUE,identical,sk162,sk162,,,<--,670, BFO-zdq-1, mpp,5765,,,,,,,
nf,5768,OR-7,FALSE,'instance-of',sk162,continuant,sk162,,<--,798, BFO-wrf-1, mpt,5767,,,,,,,
nf,5767,OR-7,TRUE,'instance-of',sk162,occurrent,sk162,,<--,793, BFO-ejl-1, mpp,5536,,,,,,,
nf,5766,OR-7,FALSE,precedes,sk162,sk162,,,<--,418, BFO-aou-1, mpt,5765,,,,,,,
nf,5765,OR-7,TRUE,'temporal-part-of',sk162,sk162,,,<--,665, BFO-dbj-2, mpp,5536,,,,,,,
nf,5764,OR-7,FALSE,universal,sk162,,,,<--,786, BFO-qkp-1, mpt,5763,,,,,,,
nf,5763,OR-7,TRUE,particular,sk162,,,,<--,260, BFO-lqn-1, mpp,5536,,,,,,,
nf,5762,OR-7,FALSE,'instance-of',sk162,'process-boundary',sk162,,<--,865, BFO-mem-1, mpt,5536,,,,,,,
nf,5761,OR-7,FALSE,'instance-of',sk162,'spatiotemporal-region',sk162,,<--,864, BFO-mem-1, mpt,5536,,,,,,,
nf,5760,OR-7,FALSE,'instance-of',sk162,process,sk162,,<--,862, BFO-mem-1, mpt,5536,,,,,,,
nf,5759,OR-7,FALSE,identical,sk163,sk162,,,<--,264, BFO-nis-1, mpt,5536,,,,,,,
nf,5758,OR-7,TRUE,'occupies-spatial-region',sk164,sk165,sk162,,<--,501, BFO-grv-1, mppa,612,171,38,,,,,
nf,5757,OR-7,TRUE,'occupies-spatial-region',a,sk2,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,5756,OR-7,TRUE,'continuant-part-of',sk164,a,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,5755,OR-7,TRUE,'continuant-part-of',sk161,sk2,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,5754,OR-7,TRUE,'instance-of',sk1,'process-boundary',sk17,,<--,33, BFOCE-ett-03, mppa,106,,,,,,,
nf,5753,OR-7,TRUE,'instance-of',sk1,process,sk17,,<--,33, BFOCE-ett-03, mppa,106,,,,,,,
nf,5752,OR-7,TRUE,'instance-of',sk1,'process-boundary',sk144,,<--,538, BFO-lyx-2, mppa,106,,,,,,,
nf,5751,OR-7,TRUE,'instance-of',sk1,process,sk144,,<--,538, BFO-lyx-2, mppa,106,,,,,,,
nf,5750,OR-7,TRUE,'instance-of',sk1,'process-boundary',sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,5749,OR-7,TRUE,'instance-of',sk1,process,sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,5748,OR-7,TRUE,'instance-of',sk1,'process-boundary',sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,5747,OR-7,TRUE,'instance-of',sk1,process,sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,5746,OR-7,TRUE,'instance-of',sk19,'process-boundary',sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
nf,5745,OR-7,TRUE,'instance-of',sk19,process,sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
pf,5536,CRT,TRUE,'instance-of',sk162,'temporal-region',sk162,,<--,374, BFO-ptm-1, ffaa,5516,5515,5514,,,,,
nf,5535,OR-6,TRUE,'exists-at',sk162,sk162,,,<--,270, BFO-bee-1, mpp,5517,52,,,,,,
nf,5534,OR-6,TRUE,entity,sk162,,,,<--,824, BFO-vgn-1, mpp,5526,,,,,,,
nf,5533,OR-6,TRUE,'has-temporal-part',sk162,sk162,,,<--,662, BFO-boo-1, mpp,5524,,,,,,,
nf,5532,OR-6,TRUE,'has-occurrent-part',sk162,sk162,,,<--,346, BFO-yvi-1, mpp,5531,,,,,,,
nf,5531,OR-6,TRUE,'occurrent-part-of',sk162,sk162,,,<--,350, BFO-hbj-1, mpp,5526,,,,,,,
nf,5530,OR-6,FALSE,'proper-temporal-part-of',sk162,sk162,,,<--,675, BFO-aeu-1, mpt,5528,,,,,,,
nf,5529,OR-6,FALSE,'proper-occurrent-part-of',sk162,sk162,,,<--,353, BFO-okr-1, mpt,5528,,,,,,,
nf,5528,OR-6,TRUE,identical,sk162,sk162,,,<--,670, BFO-zdq-1, mpp,5524,,,,,,,
nf,5527,OR-6,FALSE,'instance-of',sk162,continuant,sk162,,<--,798, BFO-wrf-1, mpt,5526,,,,,,,
nf,5526,OR-6,TRUE,'instance-of',sk162,occurrent,sk162,,<--,793, BFO-ejl-1, mpp,5517,,,,,,,
nf,5525,OR-6,FALSE,precedes,sk162,sk162,,,<--,418, BFO-aou-1, mpt,5524,,,,,,,
nf,5524,OR-6,TRUE,'temporal-part-of',sk162,sk162,,,<--,665, BFO-dbj-2, mpp,5517,,,,,,,
nf,5523,OR-6,FALSE,universal,sk162,,,,<--,786, BFO-qkp-1, mpt,5522,,,,,,,
nf,5522,OR-6,TRUE,particular,sk162,,,,<--,260, BFO-lqn-1, mpp,5517,,,,,,,
nf,5521,OR-6,FALSE,'instance-of',sk162,'process-boundary',sk162,,<--,865, BFO-mem-1, mpt,5517,,,,,,,
nf,5520,OR-6,FALSE,'instance-of',sk162,'spatiotemporal-region',sk162,,<--,864, BFO-mem-1, mpt,5517,,,,,,,
nf,5519,OR-6,FALSE,'instance-of',sk162,process,sk162,,<--,862, BFO-mem-1, mpt,5517,,,,,,,
nf,5518,OR-6,FALSE,identical,sk163,sk162,,,<--,264, BFO-nis-1, mpt,5517,,,,,,,
nf,5517,OR-6,TRUE,'instance-of',sk162,'temporal-region',sk162,,<--,485, BFO-lzw-1, mpp,5516,,,,,,,
nf,5516,OR-6,TRUE,'occupies-spatial-region',a,sk2,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,5515,OR-6,TRUE,'continuant-part-of',sk164,a,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,5514,OR-6,TRUE,'continuant-part-of',sk161,sk2,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,5513,OR-6,TRUE,'instance-of',sk1,'process-boundary',sk17,,<--,33, BFOCE-ett-03, mppa,106,,,,,,,
nf,5512,OR-6,TRUE,'instance-of',sk1,process,sk17,,<--,33, BFOCE-ett-03, mppa,106,,,,,,,
nf,5511,OR-6,TRUE,'instance-of',sk1,'process-boundary',sk144,,<--,538, BFO-lyx-2, mppa,106,,,,,,,
nf,5510,OR-6,TRUE,'instance-of',sk1,process,sk144,,<--,538, BFO-lyx-2, mppa,106,,,,,,,
nf,5509,OR-6,TRUE,'instance-of',sk1,'process-boundary',sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,5508,OR-6,TRUE,'instance-of',sk1,process,sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,5507,OR-6,TRUE,'instance-of',sk1,'process-boundary',sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,5506,OR-6,TRUE,'instance-of',sk1,process,sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,5505,OR-6,TRUE,'instance-of',sk19,'process-boundary',sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
nf,5504,OR-6,TRUE,'instance-of',sk19,process,sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
pf,4867,CRT,TRUE,'instance-of',sk1,occurrent,sk17,,<--,374, BFO-ptm-1, ffaa,4865,4864,,,,,,
nf,4866,OR-5,TRUE,'instance-of',sk1,occurrent,sk17,,<--,795, BFO-xot-1, mpp,4865,,,,,,,
nf,4865,OR-5,TRUE,'instance-of',sk1,'process-boundary',sk17,,<--,33, BFOCE-ett-03, mppa,106,,,,,,,
nf,4864,OR-5,TRUE,'instance-of',sk1,process,sk17,,<--,33, BFOCE-ett-03, mppa,106,,,,,,,
nf,4863,OR-5,TRUE,'instance-of',sk1,'process-boundary',sk144,,<--,538, BFO-lyx-2, mppa,106,,,,,,,
nf,4862,OR-5,TRUE,'instance-of',sk1,process,sk144,,<--,538, BFO-lyx-2, mppa,106,,,,,,,
nf,4861,OR-5,TRUE,'instance-of',sk1,'process-boundary',sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,4860,OR-5,TRUE,'instance-of',sk1,process,sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,4859,OR-5,TRUE,'instance-of',sk1,'process-boundary',sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,4858,OR-5,TRUE,'instance-of',sk1,process,sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,4857,OR-5,TRUE,'instance-of',sk19,'process-boundary',sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
nf,4856,OR-5,TRUE,'instance-of',sk19,process,sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
pf,4827,CRT,TRUE,'instance-of',sk1,occurrent,sk144,,<--,374, BFO-ptm-1, ffaa,4821,4820,,,,,,
pf,4826,CRT,TRUE,'exists-at',sk1,sk144,,,<--,374, BFO-ptm-1, ffaa,4821,225,4825,4820,102,,,
pf,4825,CRT,TRUE,'instance-of',sk144,'temporal-region',sk144,,<--,374, BFO-ptm-1, ffaa,4821,4820,,,,,,
nf,4824,OR-4,TRUE,'instance-of',sk1,occurrent,sk144,,<--,795, BFO-xot-1, mpp,4821,,,,,,,
nf,4823,OR-4,TRUE,'exists-at',sk1,sk144,,,<--,270, BFO-bee-1, mpp,4822,4821,225,,,,,
nf,4822,OR-4,TRUE,'instance-of',sk144,'temporal-region',sk144,,<--,258, BFO-lqn-1, mpp,4821,,,,,,,
nf,4821,OR-4,TRUE,'instance-of',sk1,'process-boundary',sk144,,<--,538, BFO-lyx-2, mppa,106,,,,,,,
nf,4820,OR-4,TRUE,'instance-of',sk1,process,sk144,,<--,538, BFO-lyx-2, mppa,106,,,,,,,
nf,4819,OR-4,TRUE,'instance-of',sk1,'process-boundary',sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,4818,OR-4,TRUE,'instance-of',sk1,process,sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,4817,OR-4,TRUE,'instance-of',sk1,'process-boundary',sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,4816,OR-4,TRUE,'instance-of',sk1,process,sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,4815,OR-4,TRUE,'instance-of',sk19,'process-boundary',sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
nf,4814,OR-4,TRUE,'instance-of',sk19,process,sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
pf,4751,CRT,TRUE,'instance-of',sk1,occurrent,sk142,,<--,374, BFO-ptm-1, ffaa,4745,4744,,,,,,
pf,4750,CRT,TRUE,'exists-at',sk1,sk142,,,<--,374, BFO-ptm-1, ffaa,4745,225,4749,4744,102,,,
pf,4749,CRT,TRUE,'instance-of',sk142,'temporal-region',sk142,,<--,374, BFO-ptm-1, ffaa,4745,4744,,,,,,
nf,4748,OR-3,TRUE,'instance-of',sk1,occurrent,sk142,,<--,795, BFO-xot-1, mpp,4745,,,,,,,
nf,4747,OR-3,TRUE,'exists-at',sk1,sk142,,,<--,270, BFO-bee-1, mpp,4746,4745,225,,,,,
nf,4746,OR-3,TRUE,'instance-of',sk142,'temporal-region',sk142,,<--,258, BFO-lqn-1, mpp,4745,,,,,,,
nf,4745,OR-3,TRUE,'instance-of',sk1,'process-boundary',sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,4744,OR-3,TRUE,'instance-of',sk1,process,sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,4743,OR-3,TRUE,'instance-of',sk1,'process-boundary',sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,4742,OR-3,TRUE,'instance-of',sk1,process,sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,4741,OR-3,TRUE,'instance-of',sk19,'process-boundary',sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
nf,4740,OR-3,TRUE,'instance-of',sk19,process,sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
pf,1717,CRT,TRUE,'continuant-part-of',a,a,sk17,,<--,19, BFOCE-bmi-03, mtpa,233,235,243,1716,,,,
pf,1716,CRT,FALSE,'happens-to','composition-change',a,sk17,,<--,19, BFOCE-bmi-03, rapa,233,235,243,,,,,
pf,1600,CRT,TRUE,'instance-of',sk1,occurrent,sk51,,<--,374, BFO-ptm-1, ffaa,1594,1593,,,,,,
pf,1599,CRT,TRUE,'exists-at',sk1,sk51,,,<--,374, BFO-ptm-1, ffaa,1594,225,1598,1593,102,,,
pf,1598,CRT,TRUE,'instance-of',sk51,'temporal-region',sk51,,<--,374, BFO-ptm-1, ffaa,1594,1593,,,,,,
nf,1597,OR-2,TRUE,'instance-of',sk1,occurrent,sk51,,<--,795, BFO-xot-1, mpp,1594,,,,,,,
nf,1596,OR-2,TRUE,'exists-at',sk1,sk51,,,<--,270, BFO-bee-1, mpp,1595,1594,225,,,,,
nf,1595,OR-2,TRUE,'instance-of',sk51,'temporal-region',sk51,,<--,258, BFO-lqn-1, mpp,1594,,,,,,,
nf,1594,OR-2,TRUE,'instance-of',sk1,'process-boundary',sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,1593,OR-2,TRUE,'instance-of',sk1,process,sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,1592,OR-2,TRUE,'instance-of',sk19,'process-boundary',sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
nf,1591,OR-2,TRUE,'instance-of',sk19,process,sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
pf,1367,CRT,TRUE,'instance-of',sk19,occurrent,sk40,,<--,374, BFO-ptm-1, ffaa,1361,1360,,,,,,
pf,1366,CRT,TRUE,'exists-at',sk19,sk40,,,<--,374, BFO-ptm-1, ffaa,1361,225,1365,1360,102,,,
pf,1365,CRT,TRUE,'instance-of',sk40,'temporal-region',sk40,,<--,374, BFO-ptm-1, ffaa,1361,1360,,,,,,
nf,1364,OR-1,TRUE,'instance-of',sk19,occurrent,sk40,,<--,795, BFO-xot-1, mpp,1361,,,,,,,
nf,1363,OR-1,TRUE,'exists-at',sk19,sk40,,,<--,270, BFO-bee-1, mpp,1362,1361,225,,,,,
nf,1362,OR-1,TRUE,'instance-of',sk40,'temporal-region',sk40,,<--,258, BFO-lqn-1, mpp,1361,,,,,,,
nf,1361,OR-1,TRUE,'instance-of',sk19,'process-boundary',sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
nf,1360,OR-1,TRUE,'instance-of',sk19,process,sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
pf,1016,CRT,FALSE,'preceded-by',t1,t,,,<--,408, BFO-tib-1, mtt,1013,,,,,,,
pf,1015,CRT,FALSE,'preceded-by',t,t2,,,<--,408, BFO-tib-1, mtt,1014,,,,,,,
pf,1014,CRT,FALSE,precedes,t2,t,,,<--,416, BFO-miz-1, mtt,801,939,32,116,,,,
pf,1013,CRT,FALSE,precedes,t,t1,,,<--,416, BFO-miz-1, mtt,801,939,31,118,,,,
pf,1012,CRT,FALSE,'occupies-spatiotemporal-region',r1,sk6,,,<--,523, BFO-cur-1, mtt,926,58,,,,,,
pf,1011,CRT,FALSE,'is-concretized-by',t1,r1,t1,,<--,274, BFO-zba-1, mtt,927,,,,,,,
pf,1010,CRT,FALSE,'occupies-spatiotemporal-region',r2,sk12,,,<--,523, BFO-cur-1, mtt,928,75,,,,,,
pf,1009,CRT,FALSE,'is-concretized-by',t1,r2,t2,,<--,274, BFO-zba-1, mtt,929,,,,,,,
pf,1008,CRT,FALSE,'has-participant',t1,c1,t,,<--,442, BFO-xjr-1, mtt,930,,,,,,,
pf,1007,CRT,FALSE,'history-of',t1,c1,,,<--,305, BFO-lga-1, mtt,930,30,,,,,,
pf,1006,CRT,FALSE,'is-concretized-by',t1,t,t,,<--,274, BFO-zba-1, mtt,931,,,,,,,
pf,1005,CRT,FALSE,'has-participant',t1,t,t,,<--,442, BFO-xjr-1, mtt,932,,,,,,,
pf,1004,CRT,FALSE,'history-of',t1,t,,,<--,305, BFO-lga-1, mtt,932,25,,,,,,
pf,1003,CRT,FALSE,'is-concretized-by',t1,t2,t2,,<--,274, BFO-zba-1, mtt,933,,,,,,,
pf,1002,CRT,FALSE,'has-participant',t1,t2,t2,,<--,442, BFO-xjr-1, mtt,934,,,,,,,
pf,1001,CRT,FALSE,'history-of',t1,t2,,,<--,305, BFO-lga-1, mtt,934,73,,,,,,
pf,1000,CRT,FALSE,'is-concretized-by',t1,a,t2,,<--,274, BFO-zba-1, mtt,936,,,,,,,
pf,999,CRT,FALSE,'is-concretized-by',t1,a,t1,,<--,274, BFO-zba-1, mtt,938,,,,,,,
pf,998,CRT,FALSE,'has-first-instant',t2,t1,,,<--,673, BFO-fwf-1, mtt,939,115,,,,,,
pf,997,CRT,FALSE,'has-last-instant',t1,t2,,,<--,672, BFO-ogd-1, mtt,939,119,,,,,,
pf,996,CRT,FALSE,'has-last-instant',t2,t1,,,<--,672, BFO-ogd-1, mtt,939,116,,,,,,
pf,995,CRT,FALSE,'temporally-projects-onto',sk6,t2,,,<--,513, BFO-jtq-1, mtt,939,58,,,,,,
pf,994,CRT,FALSE,'temporally-projects-onto',sk12,t1,,,<--,513, BFO-jtq-1, mtt,939,75,,,,,,
pf,993,CRT,FALSE,'instance-of',c1,'instantiation-change',t,,<--,104, BFOCE-ins-03, mtt,939,13,16,31,32,42,43,62
pf,992,CRT,FALSE,'occupies-spatiotemporal-region',a,sk16,,,<--,523, BFO-cur-1, mtt,940,92,,,,,,
pf,991,CRT,FALSE,'is-concretized-by',t1,a,t,,<--,274, BFO-zba-1, mtt,941,,,,,,,
pf,990,CRT,FALSE,'occupies-spatiotemporal-region',t,sk16,,,<--,523, BFO-cur-1, mtt,942,92,,,,,,
pf,989,CRT,FALSE,'occupies-spatiotemporal-region',t2,sk12,,,<--,523, BFO-cur-1, mtt,945,75,,,,,,
pf,988,CRT,FALSE,'occupies-spatiotemporal-region',t1,sk6,,,<--,523, BFO-cur-1, mtt,948,58,,,,,,
pf,987,CRT,FALSE,'last-instant-of',t1,t,,,<--,659, BFO-wal-1, mtt,951,,,,,,,
pf,986,CRT,FALSE,'first-instant-of',t2,t,,,<--,661, BFO-bon-1, mtt,952,,,,,,,
pf,985,CRT,FALSE,'individuates-at',c1,t2,,,<--,66, BFOCE-ind-03, mtt,952,26,,,,,,
pf,984,CRT,FALSE,'has-participant',t1,r2,t2,,<--,442, BFO-xjr-1, mtt,953,,,,,,,
pf,983,CRT,FALSE,'history-of',t1,r2,,,<--,305, BFO-lga-1, mtt,953,66,,,,,,
pf,982,CRT,FALSE,'has-participant',t1,r1,t1,,<--,442, BFO-xjr-1, mtt,954,,,,,,,
pf,981,CRT,FALSE,'history-of',t1,r1,,,<--,305, BFO-lga-1, mtt,954,47,,,,,,
pf,980,CRT,FALSE,'proper-temporal-part-of',t2,t1,,,<--,674, BFO-aeu-1, mtt,966,,,,,,,
pf,979,CRT,FALSE,'has-temporal-part',t1,t2,,,<--,663, BFO-boo-1, mtt,966,,,,,,,
pf,978,CRT,FALSE,'occurrent-part-of',t2,t1,,,<--,368, BFO-cmy-2, mtt,966,33,36,,,,,
pf,977,CRT,FALSE,'exists-throughout',a,t1,,,<--,29, BFOCE-ett-02, mtt,966,63,,,,,,
pf,976,CRT,FALSE,'exists-throughout',r2,t1,,,<--,29, BFOCE-ett-02, mtt,966,66,,,,,,
pf,975,CRT,FALSE,'exists-throughout',t2,t1,,,<--,29, BFOCE-ett-02, mtt,966,73,,,,,,
pf,974,CRT,FALSE,'proper-temporal-part-of',t1,t2,,,<--,674, BFO-aeu-1, mtt,967,,,,,,,
pf,973,CRT,FALSE,'has-temporal-part',t2,t1,,,<--,663, BFO-boo-1, mtt,967,,,,,,,
pf,972,CRT,FALSE,'occurrent-part-of',t1,t2,,,<--,368, BFO-cmy-2, mtt,967,33,36,,,,,
pf,971,CRT,FALSE,'exists-throughout',a,t2,,,<--,29, BFOCE-ett-02, mtt,967,43,,,,,,
pf,970,CRT,FALSE,'exists-throughout',r1,t2,,,<--,29, BFOCE-ett-02, mtt,967,47,,,,,,
pf,969,CRT,FALSE,'exists-throughout',t1,t2,,,<--,29, BFOCE-ett-02, mtt,967,56,,,,,,
pf,968,CRT,FALSE,'exists-throughout',sk2,t2,,,<--,29, BFOCE-ett-02, mtt,967,172,,,,,,
pf,967,CRT,FALSE,'temporal-part-of',t1,t2,,,<--,417, BFO-aou-1, mpt,54,958,,,,,,
pf,966,CRT,FALSE,'temporal-part-of',t2,t1,,,<--,418, BFO-aou-1, mpt,71,958,,,,,,
pf,965,CRT,FALSE,precedes,sk12,sk6,,,<--,409, BFO-hew-1, mpt,960,,,,,,,
pf,964,CRT,TRUE,'preceded-by',sk12,sk6,,,<--,407, BFO-tib-1, mpp,960,,,,,,,
pf,963,CRT,TRUE,'location-of',a,a,t,,<--,458, BFO-kaw-1, mpp,955,,,,,,,
pf,962,CRT,TRUE,'location-of',a,a,t2,,<--,458, BFO-kaw-1, mpp,956,,,,,,,
pf,961,CRT,TRUE,'location-of',a,a,t1,,<--,458, BFO-kaw-1, mpp,957,,,,,,,
pf,960,CRT,TRUE,precedes,sk6,sk12,,,<--,434, BFO-wff-1, mpp,75,58,958,,,,,
pf,959,CRT,TRUE,'preceded-by',t2,t1,,,<--,407, BFO-tib-1, mpp,958,,,,,,,
pf,958,CRT,TRUE,precedes,t1,t2,,,<--,415, BFO-rzv-1, mtp,31,32,688,,,,,
pf,957,CRT,TRUE,'located-in',a,a,t1,,<--,489, BFO-bao-1, mtp,38,39,612,,,,,
pf,956,CRT,TRUE,'located-in',a,a,t2,,<--,489, BFO-bao-1, mtp,35,61,605,,,,,
pf,955,CRT,TRUE,'located-in',a,a,t,,<--,489, BFO-bao-1, mtp,101,235,596,,,,,
pf,954,CRT,FALSE,'participates-in',r1,t1,t1,,<--,447, BFO-ild-1, mtt,418,419,37,,,,,
pf,953,CRT,FALSE,'participates-in',r2,t1,t2,,<--,447, BFO-ild-1, mtt,459,460,34,,,,,
pf,952,CRT,FALSE,'has-first-instant',t,t2,,,<--,415, BFO-rzv-1, mtt,528,688,31,,,,,
pf,951,CRT,FALSE,'has-last-instant',t,t1,,,<--,415, BFO-rzv-1, mtt,539,688,32,,,,,
pf,950,CRT,FALSE,'ceases-to-exist-at',t1,t1,,,<--,81, BFOCE-ter-02, mtt,538,569,,,,,,
pf,949,CRT,FALSE,'individuates-at',t1,t1,,,<--,65, BFOCE-ind-02, mtt,538,569,,,,,,
pf,948,CRT,FALSE,'occupies-temporal-region',t1,t1,,,<--,33, BFOCE-ett-03, mtt,567,569,,,,,,
pf,947,CRT,FALSE,'ceases-to-exist-at',t2,t2,,,<--,81, BFOCE-ter-02, mtt,527,584,,,,,,
pf,946,CRT,FALSE,'individuates-at',t2,t2,,,<--,65, BFOCE-ind-02, mtt,527,584,,,,,,
pf,945,CRT,FALSE,'occupies-temporal-region',t2,t2,,,<--,33, BFOCE-ett-03, mtt,582,584,,,,,,
pf,944,CRT,FALSE,'ceases-to-exist-at',t,t,,,<--,81, BFOCE-ter-02, mtt,516,594,,,,,,
pf,943,CRT,FALSE,'individuates-at',t,t,,,<--,65, BFOCE-ind-02, mtt,516,594,,,,,,
pf,942,CRT,FALSE,'occupies-temporal-region',t,t,,,<--,33, BFOCE-ett-03, mtt,592,594,,,,,,
pf,941,CRT,FALSE,concretizes,a,t1,t,,<--,285, BFO-rog-1, mtt,510,673,,,,,,
pf,940,CRT,FALSE,'occupies-temporal-region',a,t,,,<--,33, BFOCE-ett-03, mtt,673,675,,,,,,
pf,939,CRT,FALSE,identical,t2,t1,,,<--,420, BFO-suk-1, mtt,526,688,31,32,,,,
pf,938,CRT,FALSE,concretizes,a,t1,t1,,<--,285, BFO-rog-1, mtt,557,741,,,,,,
pf,937,CRT,FALSE,'occupies-temporal-region',a,t1,,,<--,33, BFOCE-ett-03, mtt,741,743,,,,,,
pf,936,CRT,FALSE,concretizes,a,t1,t2,,<--,285, BFO-rog-1, mtt,572,772,,,,,,
pf,935,CRT,FALSE,'occupies-temporal-region',a,t2,,,<--,33, BFOCE-ett-03, mtt,772,774,,,,,,
pf,934,CRT,FALSE,'participates-in',t2,t1,t2,,<--,446, BFO-ild-1, mtt,797,798,799,,,,,
pf,933,CRT,FALSE,concretizes,t2,t1,t2,,<--,285, BFO-rog-1, mtt,584,799,,,,,,
pf,932,CRT,FALSE,'participates-in',t,t1,t,,<--,446, BFO-ild-1, mtt,823,824,825,,,,,
pf,931,CRT,FALSE,concretizes,t,t1,t,,<--,285, BFO-rog-1, mtt,594,825,,,,,,
pf,930,CRT,FALSE,'participates-in',c1,t1,t,,<--,446, BFO-ild-1, mtt,834,835,836,,,,,
pf,929,CRT,FALSE,concretizes,r2,t1,t2,,<--,285, BFO-rog-1, mtt,460,872,,,,,,
