nf,7405,OR-11,TRUE,'instance-of',sk2,continuant,sk162,,<--,211, BFO-bdd-1, mpp,7377,,,,,,,
nf,7404,OR-11,TRUE,'instance-of',sk2,'spatial-region',sk162,,<--,486, BFO-lzw-1, mpp,7379,,,,,,,
nf,7403,OR-11,TRUE,'exists-at',sk162,sk162,,,<--,270, BFO-bee-1, mpp,5536,52,,,,,,
nf,7402,OR-11,TRUE,entity,sk162,,,,<--,824, BFO-vgn-1, mpp,7394,,,,,,,
nf,7401,OR-11,TRUE,'has-temporal-part',sk162,sk162,,,<--,662, BFO-boo-1, mpp,7392,,,,,,,
nf,7400,OR-11,TRUE,'has-occurrent-part',sk162,sk162,,,<--,346, BFO-yvi-1, mpp,7399,,,,,,,
nf,7399,OR-11,TRUE,'occurrent-part-of',sk162,sk162,,,<--,350, BFO-hbj-1, mpp,7394,,,,,,,
nf,7398,OR-11,FALSE,'proper-temporal-part-of',sk162,sk162,,,<--,675, BFO-aeu-1, mpt,7396,,,,,,,
nf,7397,OR-11,FALSE,'proper-occurrent-part-of',sk162,sk162,,,<--,353, BFO-okr-1, mpt,7396,,,,,,,
nf,7396,OR-11,TRUE,identical,sk162,sk162,,,<--,670, BFO-zdq-1, mpp,7392,,,,,,,
nf,7395,OR-11,FALSE,'instance-of',sk162,continuant,sk162,,<--,798, BFO-wrf-1, mpt,7394,,,,,,,
nf,7394,OR-11,TRUE,'instance-of',sk162,occurrent,sk162,,<--,793, BFO-ejl-1, mpp,5536,,,,,,,
nf,7393,OR-11,FALSE,precedes,sk162,sk162,,,<--,418, BFO-aou-1, mpt,7392,,,,,,,
nf,7392,OR-11,TRUE,'temporal-part-of',sk162,sk162,,,<--,665, BFO-dbj-2, mpp,5536,,,,,,,
nf,7391,OR-11,FALSE,universal,sk162,,,,<--,786, BFO-qkp-1, mpt,5782,,,,,,,
nf,7390,OR-11,FALSE,'instance-of',sk162,'process-boundary',sk162,,<--,865, BFO-mem-1, mpt,5536,,,,,,,
nf,7389,OR-11,FALSE,'instance-of',sk162,'spatiotemporal-region',sk162,,<--,864, BFO-mem-1, mpt,5536,,,,,,,
nf,7388,OR-11,FALSE,'instance-of',sk162,process,sk162,,<--,862, BFO-mem-1, mpt,5536,,,,,,,
nf,7387,OR-11,FALSE,identical,sk163,sk162,,,<--,264, BFO-nis-1, mpt,5536,,,,,,,
nf,7386,OR-11,TRUE,'occupies-spatial-region',a,sk178,sk179,,<--,500, BFO-grv-1, mppa,605,139,35,,,,,
nf,7385,OR-11,TRUE,'occupies-spatial-region',sk181,sk182,sk179,,<--,501, BFO-grv-1, mppa,605,139,35,,,,,
nf,7384,OR-11,TRUE,'occupies-spatial-region',a,sk9,sk179,,<--,503, BFO-grv-1, mppa,605,139,35,,,,,
nf,7383,OR-11,TRUE,'continuant-part-of',sk181,a,sk179,,<--,503, BFO-grv-1, mppa,605,139,35,,,,,
nf,7382,OR-11,TRUE,'continuant-part-of',sk178,sk9,sk179,,<--,503, BFO-grv-1, mppa,605,139,35,,,,,
nf,7381,OR-11,TRUE,'occupies-spatial-region',a,sk161,sk162,,<--,500, BFO-grv-1, mppa,612,171,38,,,,,
nf,7380,OR-11,TRUE,'occupies-spatial-region',sk164,sk165,sk162,,<--,501, BFO-grv-1, mppa,612,171,38,,,,,
nf,7379,OR-11,TRUE,'occupies-spatial-region',a,sk2,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,7378,OR-11,TRUE,'continuant-part-of',sk164,a,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,7377,OR-11,TRUE,'continuant-part-of',sk161,sk2,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,7376,OR-11,TRUE,'instance-of',sk1,'process-boundary',sk17,,<--,33, BFOCE-ett-03, mppa,106,,,,,,,
nf,7375,OR-11,TRUE,'instance-of',sk1,process,sk17,,<--,33, BFOCE-ett-03, mppa,106,,,,,,,
nf,7374,OR-11,TRUE,'instance-of',sk1,'process-boundary',sk144,,<--,538, BFO-lyx-2, mppa,106,,,,,,,
nf,7373,OR-11,TRUE,'instance-of',sk1,process,sk144,,<--,538, BFO-lyx-2, mppa,106,,,,,,,
nf,7372,OR-11,TRUE,'instance-of',sk1,'process-boundary',sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,7371,OR-11,TRUE,'instance-of',sk1,process,sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,7370,OR-11,TRUE,'instance-of',sk1,'process-boundary',sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,7369,OR-11,TRUE,'instance-of',sk1,process,sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,7368,OR-11,TRUE,'instance-of',sk19,'process-boundary',sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
nf,7367,OR-11,TRUE,'instance-of',sk19,process,sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
pf,7215,CRT,TRUE,particular,sk179,,,,<--,374, BFO-ptm-1, ffaa,6936,7214,7212,,,,,
nf,7214,OR-10,TRUE,'exists-at',sk182,sk179,,,<--,270, BFO-bee-1, mpp,7213,6936,44,,,,,
nf,7213,OR-10,TRUE,'instance-of',sk182,'spatial-region',sk179,,<--,486, BFO-lzw-1, mpp,7163,,,,,,,
nf,7212,OR-10,TRUE,'exists-at',sk9,sk179,,,<--,270, BFO-bee-1, mpp,7211,6936,87,,,,,
nf,7211,OR-10,TRUE,'instance-of',sk9,continuant,sk179,,<--,211, BFO-bdd-1, mpp,7160,,,,,,,
nf,7210,OR-10,TRUE,'instance-of',sk9,'spatial-region',sk179,,<--,486, BFO-lzw-1, mpp,7162,,,,,,,
nf,7209,OR-10,TRUE,'exists-at',sk179,sk179,,,<--,270, BFO-bee-1, mpp,6936,52,,,,,,
nf,7208,OR-10,TRUE,entity,sk179,,,,<--,824, BFO-vgn-1, mpp,7200,,,,,,,
nf,7207,OR-10,TRUE,'has-temporal-part',sk179,sk179,,,<--,662, BFO-boo-1, mpp,7198,,,,,,,
nf,7206,OR-10,TRUE,'has-occurrent-part',sk179,sk179,,,<--,346, BFO-yvi-1, mpp,7205,,,,,,,
nf,7205,OR-10,TRUE,'occurrent-part-of',sk179,sk179,,,<--,350, BFO-hbj-1, mpp,7200,,,,,,,
nf,7204,OR-10,FALSE,'proper-temporal-part-of',sk179,sk179,,,<--,675, BFO-aeu-1, mpt,7202,,,,,,,
nf,7203,OR-10,FALSE,'proper-occurrent-part-of',sk179,sk179,,,<--,353, BFO-okr-1, mpt,7202,,,,,,,
nf,7202,OR-10,TRUE,identical,sk179,sk179,,,<--,670, BFO-zdq-1, mpp,7198,,,,,,,
nf,7201,OR-10,FALSE,'instance-of',sk179,continuant,sk179,,<--,798, BFO-wrf-1, mpt,7200,,,,,,,
nf,7200,OR-10,TRUE,'instance-of',sk179,occurrent,sk179,,<--,793, BFO-ejl-1, mpp,6936,,,,,,,
nf,7199,OR-10,FALSE,precedes,sk179,sk179,,,<--,418, BFO-aou-1, mpt,7198,,,,,,,
nf,7198,OR-10,TRUE,'temporal-part-of',sk179,sk179,,,<--,665, BFO-dbj-2, mpp,6936,,,,,,,
nf,7197,OR-10,FALSE,universal,sk179,,,,<--,786, BFO-qkp-1, mpt,7196,,,,,,,
nf,7196,OR-10,TRUE,particular,sk179,,,,<--,260, BFO-lqn-1, mpp,6936,,,,,,,
nf,7195,OR-10,FALSE,'instance-of',sk179,'process-boundary',sk179,,<--,865, BFO-mem-1, mpt,6936,,,,,,,
nf,7194,OR-10,FALSE,'instance-of',sk179,'spatiotemporal-region',sk179,,<--,864, BFO-mem-1, mpt,6936,,,,,,,
nf,7193,OR-10,FALSE,'instance-of',sk179,process,sk179,,<--,862, BFO-mem-1, mpt,6936,,,,,,,
nf,7192,OR-10,FALSE,identical,sk180,sk179,,,<--,264, BFO-nis-1, mpt,6936,,,,,,,
nf,7191,OR-10,TRUE,'has-continuant-part',a,a,sk162,,<--,187, BFO-eld-1, mpp,7188,,,,,,,
nf,7190,OR-10,FALSE,'instance-of',a,occurrent,sk162,,<--,798, BFO-wrf-1, mpt,5981,,,,,,,
nf,7189,OR-10,FALSE,'proper-continuant-part-of',a,a,sk162,,<--,197, BFO-sls-1, mpt,7188,,,,,,,
nf,7188,OR-10,TRUE,'continuant-part-of',a,a,sk162,,<--,189, BFO-mcd-1, mpp,5983,,,,,,,
nf,7187,OR-10,FALSE,'instance-of',a,'generically-dependent-continuant',sk162,,<--,859, BFO-cig-1, mpt,5983,,,,,,,
nf,7186,OR-10,FALSE,'instance-of',a,'specifically-dependent-continuant',sk162,,<--,857, BFO-cig-1, mpt,5983,,,,,,,
nf,7185,OR-10,TRUE,'exists-at',sk165,sk162,,,<--,270, BFO-bee-1, mpp,7184,5536,44,,,,,
nf,7184,OR-10,TRUE,'instance-of',sk165,'spatial-region',sk162,,<--,486, BFO-lzw-1, mpp,7158,,,,,,,
nf,7183,OR-10,TRUE,'exists-at',sk2,sk162,,,<--,270, BFO-bee-1, mpp,7182,5536,87,,,,,
nf,7182,OR-10,TRUE,'instance-of',sk2,continuant,sk162,,<--,211, BFO-bdd-1, mpp,7155,,,,,,,
nf,7181,OR-10,TRUE,'instance-of',sk2,'spatial-region',sk162,,<--,486, BFO-lzw-1, mpp,7157,,,,,,,
nf,7180,OR-10,TRUE,'exists-at',sk162,sk162,,,<--,270, BFO-bee-1, mpp,5536,52,,,,,,
nf,7179,OR-10,TRUE,entity,sk162,,,,<--,824, BFO-vgn-1, mpp,7171,,,,,,,
nf,7178,OR-10,TRUE,'has-temporal-part',sk162,sk162,,,<--,662, BFO-boo-1, mpp,7169,,,,,,,
nf,7177,OR-10,TRUE,'has-occurrent-part',sk162,sk162,,,<--,346, BFO-yvi-1, mpp,7176,,,,,,,
nf,7176,OR-10,TRUE,'occurrent-part-of',sk162,sk162,,,<--,350, BFO-hbj-1, mpp,7171,,,,,,,
nf,7175,OR-10,FALSE,'proper-temporal-part-of',sk162,sk162,,,<--,675, BFO-aeu-1, mpt,7173,,,,,,,
nf,7174,OR-10,FALSE,'proper-occurrent-part-of',sk162,sk162,,,<--,353, BFO-okr-1, mpt,7173,,,,,,,
nf,7173,OR-10,TRUE,identical,sk162,sk162,,,<--,670, BFO-zdq-1, mpp,7169,,,,,,,
nf,7172,OR-10,FALSE,'instance-of',sk162,continuant,sk162,,<--,798, BFO-wrf-1, mpt,7171,,,,,,,
nf,7171,OR-10,TRUE,'instance-of',sk162,occurrent,sk162,,<--,793, BFO-ejl-1, mpp,5536,,,,,,,
nf,7170,OR-10,FALSE,precedes,sk162,sk162,,,<--,418, BFO-aou-1, mpt,7169,,,,,,,
nf,7169,OR-10,TRUE,'temporal-part-of',sk162,sk162,,,<--,665, BFO-dbj-2, mpp,5536,,,,,,,
nf,7168,OR-10,FALSE,universal,sk162,,,,<--,786, BFO-qkp-1, mpt,5782,,,,,,,
nf,7167,OR-10,FALSE,'instance-of',sk162,'process-boundary',sk162,,<--,865, BFO-mem-1, mpt,5536,,,,,,,
nf,7166,OR-10,FALSE,'instance-of',sk162,'spatiotemporal-region',sk162,,<--,864, BFO-mem-1, mpt,5536,,,,,,,
nf,7165,OR-10,FALSE,'instance-of',sk162,process,sk162,,<--,862, BFO-mem-1, mpt,5536,,,,,,,
nf,7164,OR-10,FALSE,identical,sk163,sk162,,,<--,264, BFO-nis-1, mpt,5536,,,,,,,
nf,7163,OR-10,TRUE,'occupies-spatial-region',sk181,sk182,sk179,,<--,501, BFO-grv-1, mppa,605,139,35,,,,,
nf,7162,OR-10,TRUE,'occupies-spatial-region',a,sk9,sk179,,<--,503, BFO-grv-1, mppa,605,139,35,,,,,
nf,7161,OR-10,TRUE,'continuant-part-of',sk181,a,sk179,,<--,503, BFO-grv-1, mppa,605,139,35,,,,,
nf,7160,OR-10,TRUE,'continuant-part-of',sk178,sk9,sk179,,<--,503, BFO-grv-1, mppa,605,139,35,,,,,
nf,7159,OR-10,TRUE,'occupies-spatial-region',a,sk161,sk162,,<--,500, BFO-grv-1, mppa,612,171,38,,,,,
nf,7158,OR-10,TRUE,'occupies-spatial-region',sk164,sk165,sk162,,<--,501, BFO-grv-1, mppa,612,171,38,,,,,
nf,7157,OR-10,TRUE,'occupies-spatial-region',a,sk2,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,7156,OR-10,TRUE,'continuant-part-of',sk164,a,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,7155,OR-10,TRUE,'continuant-part-of',sk161,sk2,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,7154,OR-10,TRUE,'instance-of',sk1,'process-boundary',sk17,,<--,33, BFOCE-ett-03, mppa,106,,,,,,,
nf,7153,OR-10,TRUE,'instance-of',sk1,process,sk17,,<--,33, BFOCE-ett-03, mppa,106,,,,,,,
nf,7152,OR-10,TRUE,'instance-of',sk1,'process-boundary',sk144,,<--,538, BFO-lyx-2, mppa,106,,,,,,,
nf,7151,OR-10,TRUE,'instance-of',sk1,process,sk144,,<--,538, BFO-lyx-2, mppa,106,,,,,,,
nf,7150,OR-10,TRUE,'instance-of',sk1,'process-boundary',sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,7149,OR-10,TRUE,'instance-of',sk1,process,sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,7148,OR-10,TRUE,'instance-of',sk1,'process-boundary',sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,7147,OR-10,TRUE,'instance-of',sk1,process,sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,7146,OR-10,TRUE,'instance-of',sk19,'process-boundary',sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
nf,7145,OR-10,TRUE,'instance-of',sk19,process,sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
pf,6936,CRT,TRUE,'instance-of',sk179,'temporal-region',sk179,,<--,374, BFO-ptm-1, ffaa,6888,6887,6886,,,,,
nf,6935,OR-9,TRUE,'exists-at',sk179,sk179,,,<--,270, BFO-bee-1, mpp,6917,52,,,,,,
nf,6934,OR-9,TRUE,entity,sk179,,,,<--,824, BFO-vgn-1, mpp,6926,,,,,,,
nf,6933,OR-9,TRUE,'has-temporal-part',sk179,sk179,,,<--,662, BFO-boo-1, mpp,6924,,,,,,,
nf,6932,OR-9,TRUE,'has-occurrent-part',sk179,sk179,,,<--,346, BFO-yvi-1, mpp,6931,,,,,,,
nf,6931,OR-9,TRUE,'occurrent-part-of',sk179,sk179,,,<--,350, BFO-hbj-1, mpp,6926,,,,,,,
nf,6930,OR-9,FALSE,'proper-temporal-part-of',sk179,sk179,,,<--,675, BFO-aeu-1, mpt,6928,,,,,,,
nf,6929,OR-9,FALSE,'proper-occurrent-part-of',sk179,sk179,,,<--,353, BFO-okr-1, mpt,6928,,,,,,,
nf,6928,OR-9,TRUE,identical,sk179,sk179,,,<--,670, BFO-zdq-1, mpp,6924,,,,,,,
nf,6927,OR-9,FALSE,'instance-of',sk179,continuant,sk179,,<--,798, BFO-wrf-1, mpt,6926,,,,,,,
nf,6926,OR-9,TRUE,'instance-of',sk179,occurrent,sk179,,<--,793, BFO-ejl-1, mpp,6917,,,,,,,
nf,6925,OR-9,FALSE,precedes,sk179,sk179,,,<--,418, BFO-aou-1, mpt,6924,,,,,,,
nf,6924,OR-9,TRUE,'temporal-part-of',sk179,sk179,,,<--,665, BFO-dbj-2, mpp,6917,,,,,,,
nf,6923,OR-9,FALSE,universal,sk179,,,,<--,786, BFO-qkp-1, mpt,6922,,,,,,,
nf,6922,OR-9,TRUE,particular,sk179,,,,<--,260, BFO-lqn-1, mpp,6917,,,,,,,
nf,6921,OR-9,FALSE,'instance-of',sk179,'process-boundary',sk179,,<--,865, BFO-mem-1, mpt,6917,,,,,,,
nf,6920,OR-9,FALSE,'instance-of',sk179,'spatiotemporal-region',sk179,,<--,864, BFO-mem-1, mpt,6917,,,,,,,
nf,6919,OR-9,FALSE,'instance-of',sk179,process,sk179,,<--,862, BFO-mem-1, mpt,6917,,,,,,,
nf,6918,OR-9,FALSE,identical,sk180,sk179,,,<--,264, BFO-nis-1, mpt,6917,,,,,,,
nf,6917,OR-9,TRUE,'instance-of',sk179,'temporal-region',sk179,,<--,485, BFO-lzw-1, mpp,6888,,,,,,,
nf,6916,OR-9,TRUE,'has-continuant-part',a,a,sk162,,<--,187, BFO-eld-1, mpp,6913,,,,,,,
nf,6915,OR-9,FALSE,'instance-of',a,occurrent,sk162,,<--,798, BFO-wrf-1, mpt,5981,,,,,,,
nf,6914,OR-9,FALSE,'proper-continuant-part-of',a,a,sk162,,<--,197, BFO-sls-1, mpt,6913,,,,,,,
nf,6913,OR-9,TRUE,'continuant-part-of',a,a,sk162,,<--,189, BFO-mcd-1, mpp,5983,,,,,,,
nf,6912,OR-9,FALSE,'instance-of',a,'generically-dependent-continuant',sk162,,<--,859, BFO-cig-1, mpt,5983,,,,,,,
nf,6911,OR-9,FALSE,'instance-of',a,'specifically-dependent-continuant',sk162,,<--,857, BFO-cig-1, mpt,5983,,,,,,,
nf,6910,OR-9,TRUE,'exists-at',sk165,sk162,,,<--,270, BFO-bee-1, mpp,6909,5536,44,,,,,
nf,6909,OR-9,TRUE,'instance-of',sk165,'spatial-region',sk162,,<--,486, BFO-lzw-1, mpp,6884,,,,,,,
nf,6908,OR-9,TRUE,'exists-at',sk2,sk162,,,<--,270, BFO-bee-1, mpp,6907,5536,87,,,,,
nf,6907,OR-9,TRUE,'instance-of',sk2,continuant,sk162,,<--,211, BFO-bdd-1, mpp,6881,,,,,,,
nf,6906,OR-9,TRUE,'instance-of',sk2,'spatial-region',sk162,,<--,486, BFO-lzw-1, mpp,6883,,,,,,,
nf,6905,OR-9,TRUE,'exists-at',sk162,sk162,,,<--,270, BFO-bee-1, mpp,5536,52,,,,,,
nf,6904,OR-9,TRUE,entity,sk162,,,,<--,824, BFO-vgn-1, mpp,6896,,,,,,,
nf,6903,OR-9,TRUE,'has-temporal-part',sk162,sk162,,,<--,662, BFO-boo-1, mpp,6894,,,,,,,
nf,6902,OR-9,TRUE,'has-occurrent-part',sk162,sk162,,,<--,346, BFO-yvi-1, mpp,6901,,,,,,,
nf,6901,OR-9,TRUE,'occurrent-part-of',sk162,sk162,,,<--,350, BFO-hbj-1, mpp,6896,,,,,,,
nf,6900,OR-9,FALSE,'proper-temporal-part-of',sk162,sk162,,,<--,675, BFO-aeu-1, mpt,6898,,,,,,,
nf,6899,OR-9,FALSE,'proper-occurrent-part-of',sk162,sk162,,,<--,353, BFO-okr-1, mpt,6898,,,,,,,
nf,6898,OR-9,TRUE,identical,sk162,sk162,,,<--,670, BFO-zdq-1, mpp,6894,,,,,,,
nf,6897,OR-9,FALSE,'instance-of',sk162,continuant,sk162,,<--,798, BFO-wrf-1, mpt,6896,,,,,,,
nf,6896,OR-9,TRUE,'instance-of',sk162,occurrent,sk162,,<--,793, BFO-ejl-1, mpp,5536,,,,,,,
nf,6895,OR-9,FALSE,precedes,sk162,sk162,,,<--,418, BFO-aou-1, mpt,6894,,,,,,,
nf,6894,OR-9,TRUE,'temporal-part-of',sk162,sk162,,,<--,665, BFO-dbj-2, mpp,5536,,,,,,,
nf,6893,OR-9,FALSE,universal,sk162,,,,<--,786, BFO-qkp-1, mpt,5782,,,,,,,
nf,6892,OR-9,FALSE,'instance-of',sk162,'process-boundary',sk162,,<--,865, BFO-mem-1, mpt,5536,,,,,,,
nf,6891,OR-9,FALSE,'instance-of',sk162,'spatiotemporal-region',sk162,,<--,864, BFO-mem-1, mpt,5536,,,,,,,
nf,6890,OR-9,FALSE,'instance-of',sk162,process,sk162,,<--,862, BFO-mem-1, mpt,5536,,,,,,,
nf,6889,OR-9,FALSE,identical,sk163,sk162,,,<--,264, BFO-nis-1, mpt,5536,,,,,,,
nf,6888,OR-9,TRUE,'occupies-spatial-region',a,sk9,sk179,,<--,503, BFO-grv-1, mppa,605,139,35,,,,,
nf,6887,OR-9,TRUE,'continuant-part-of',sk181,a,sk179,,<--,503, BFO-grv-1, mppa,605,139,35,,,,,
nf,6886,OR-9,TRUE,'continuant-part-of',sk178,sk9,sk179,,<--,503, BFO-grv-1, mppa,605,139,35,,,,,
nf,6885,OR-9,TRUE,'occupies-spatial-region',a,sk161,sk162,,<--,500, BFO-grv-1, mppa,612,171,38,,,,,
nf,6884,OR-9,TRUE,'occupies-spatial-region',sk164,sk165,sk162,,<--,501, BFO-grv-1, mppa,612,171,38,,,,,
nf,6883,OR-9,TRUE,'occupies-spatial-region',a,sk2,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,6882,OR-9,TRUE,'continuant-part-of',sk164,a,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,6881,OR-9,TRUE,'continuant-part-of',sk161,sk2,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,6880,OR-9,TRUE,'instance-of',sk1,'process-boundary',sk17,,<--,33, BFOCE-ett-03, mppa,106,,,,,,,
nf,6879,OR-9,TRUE,'instance-of',sk1,process,sk17,,<--,33, BFOCE-ett-03, mppa,106,,,,,,,
nf,6878,OR-9,TRUE,'instance-of',sk1,'process-boundary',sk144,,<--,538, BFO-lyx-2, mppa,106,,,,,,,
nf,6877,OR-9,TRUE,'instance-of',sk1,process,sk144,,<--,538, BFO-lyx-2, mppa,106,,,,,,,
nf,6876,OR-9,TRUE,'instance-of',sk1,'process-boundary',sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,6875,OR-9,TRUE,'instance-of',sk1,process,sk142,,<--,545, BFO-vvo-1, mppa,107,,,,,,,
nf,6874,OR-9,TRUE,'instance-of',sk1,'process-boundary',sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,6873,OR-9,TRUE,'instance-of',sk1,process,sk51,,<--,373, BFO-ccz-1, mppa,262,86,,,,,,
nf,6872,OR-9,TRUE,'instance-of',sk19,'process-boundary',sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
nf,6871,OR-9,TRUE,'instance-of',sk19,process,sk40,,<--,374, BFO-ptm-1, mppa,249,108,,,,,,
pf,5984,CRT,TRUE,overlaps,a,a,sk162,,<--,374, BFO-ptm-1, ffaa,5976,5945,,,,,,
pf,5983,CRT,TRUE,'instance-of',a,'independent-continuant',sk162,,<--,374, BFO-ptm-1, ffaa,5982,35,5948,5946,,,,
pf,5982,CRT,TRUE,'exists-at',a,sk162,,,<--,374, BFO-ptm-1, ffaa,5981,87,5973,5536,40,,,
pf,5981,CRT,TRUE,'instance-of',a,continuant,sk162,,<--,374, BFO-ptm-1, ffaa,5973,5945,,,,,,
nf,5980,OR-8,TRUE,'has-continuant-part',a,a,sk162,,<--,187, BFO-eld-1, mpp,5976,,,,,,,
nf,5979,OR-8,TRUE,overlaps,a,a,sk162,,<--,3, BFOCE-unmarked, mpp,5976,,,,,,,
nf,5978,OR-8,FALSE,'instance-of',a,occurrent,sk162,,<--,798, BFO-wrf-1, mpt,5971,,,,,,,
nf,5977,OR-8,FALSE,'proper-continuant-part-of',a,a,sk162,,<--,197, BFO-sls-1, mpt,5976,,,,,,,
nf,5976,OR-8,TRUE,'continuant-part-of',a,a,sk162,,<--,189, BFO-mcd-1, mpp,5973,,,,,,,
nf,5975,OR-8,FALSE,'instance-of',a,'generically-dependent-continuant',sk162,,<--,859, BFO-cig-1, mpt,5973,,,,,,,
nf,5974,OR-8,FALSE,'instance-of',a,'specifically-dependent-continuant',sk162,,<--,857, BFO-cig-1, mpt,5973,,,,,,,
nf,5973,OR-8,TRUE,'instance-of',a,'independent-continuant',sk162,,<--,841, BFO-otk-1, mpp,5972,35,,,,,,
nf,5972,OR-8,TRUE,'exists-at',a,sk162,,,<--,270, BFO-bee-1, mpp,5971,5536,87,,,,,
nf,5971,OR-8,TRUE,'instance-of',a,continuant,sk162,,<--,211, BFO-bdd-1, mpp,5945,,,,,,,
nf,5970,OR-8,TRUE,'exists-at',sk165,sk162,,,<--,270, BFO-bee-1, mpp,5969,5536,44,,,,,
nf,5969,OR-8,TRUE,'instance-of',sk165,'spatial-region',sk162,,<--,486, BFO-lzw-1, mpp,5947,,,,,,,
nf,5968,OR-8,TRUE,'exists-at',sk2,sk162,,,<--,270, BFO-bee-1, mpp,5967,5536,87,,,,,
nf,5967,OR-8,TRUE,'instance-of',sk2,continuant,sk162,,<--,211, BFO-bdd-1, mpp,5944,,,,,,,
nf,5966,OR-8,TRUE,'instance-of',sk2,'spatial-region',sk162,,<--,486, BFO-lzw-1, mpp,5946,,,,,,,
nf,5965,OR-8,TRUE,'exists-at',sk162,sk162,,,<--,270, BFO-bee-1, mpp,5536,52,,,,,,
nf,5964,OR-8,TRUE,entity,sk162,,,,<--,824, BFO-vgn-1, mpp,5956,,,,,,,
nf,5963,OR-8,TRUE,'has-temporal-part',sk162,sk162,,,<--,662, BFO-boo-1, mpp,5954,,,,,,,
nf,5962,OR-8,TRUE,'has-occurrent-part',sk162,sk162,,,<--,346, BFO-yvi-1, mpp,5961,,,,,,,
nf,5961,OR-8,TRUE,'occurrent-part-of',sk162,sk162,,,<--,350, BFO-hbj-1, mpp,5956,,,,,,,
nf,5960,OR-8,FALSE,'proper-temporal-part-of',sk162,sk162,,,<--,675, BFO-aeu-1, mpt,5958,,,,,,,
nf,5959,OR-8,FALSE,'proper-occurrent-part-of',sk162,sk162,,,<--,353, BFO-okr-1, mpt,5958,,,,,,,
nf,5958,OR-8,TRUE,identical,sk162,sk162,,,<--,670, BFO-zdq-1, mpp,5954,,,,,,,
nf,5957,OR-8,FALSE,'instance-of',sk162,continuant,sk162,,<--,798, BFO-wrf-1, mpt,5956,,,,,,,
nf,5956,OR-8,TRUE,'instance-of',sk162,occurrent,sk162,,<--,793, BFO-ejl-1, mpp,5536,,,,,,,
nf,5955,OR-8,FALSE,precedes,sk162,sk162,,,<--,418, BFO-aou-1, mpt,5954,,,,,,,
nf,5954,OR-8,TRUE,'temporal-part-of',sk162,sk162,,,<--,665, BFO-dbj-2, mpp,5536,,,,,,,
nf,5953,OR-8,FALSE,universal,sk162,,,,<--,786, BFO-qkp-1, mpt,5782,,,,,,,
nf,5952,OR-8,FALSE,'instance-of',sk162,'process-boundary',sk162,,<--,865, BFO-mem-1, mpt,5536,,,,,,,
nf,5951,OR-8,FALSE,'instance-of',sk162,'spatiotemporal-region',sk162,,<--,864, BFO-mem-1, mpt,5536,,,,,,,
nf,5950,OR-8,FALSE,'instance-of',sk162,process,sk162,,<--,862, BFO-mem-1, mpt,5536,,,,,,,
nf,5949,OR-8,FALSE,identical,sk163,sk162,,,<--,264, BFO-nis-1, mpt,5536,,,,,,,
nf,5948,OR-8,TRUE,'occupies-spatial-region',a,sk161,sk162,,<--,500, BFO-grv-1, mppa,612,171,38,,,,,
nf,5947,OR-8,TRUE,'occupies-spatial-region',sk164,sk165,sk162,,<--,501, BFO-grv-1, mppa,612,171,38,,,,,
nf,5946,OR-8,TRUE,'occupies-spatial-region',a,sk2,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,5945,OR-8,TRUE,'continuant-part-of',sk164,a,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,5944,OR-8,TRUE,'continuant-part-of',sk161,sk2,sk162,,<--,503, BFO-grv-1, mppa,612,171,38,,,,,
nf,5943,OR-8,TRUE,'instance-of',sk1,'process-boundary',sk17,,<--,33, BFOCE-ett-03, mppa,106,,,,,,,
nf,5942,OR-8,TRUE,'instance-of',sk1,process,sk17,,<--,33, BFOCE-ett-03, mppa,106,,,,,,,
