nf,7772,OR-11,FALSE,precedes,sk176,sk176,,,<--,418, BFO-aou-1, mpt,7771,,,,
nf,7771,OR-11,TRUE,'temporal-part-of',sk176,sk176,,,<--,665, BFO-dbj-2, mpp,5859,,,,
nf,7770,OR-11,FALSE,universal,sk176,,,,<--,786, BFO-qkp-1, mpt,6105,,,,
nf,7769,OR-11,FALSE,'instance-of',sk176,'process-boundary',sk176,,<--,865, BFO-mem-1, mpt,5859,,,,
nf,7768,OR-11,FALSE,'instance-of',sk176,'spatiotemporal-region',sk176,,<--,864, BFO-mem-1, mpt,5859,,,,
nf,7767,OR-11,FALSE,'instance-of',sk176,process,sk176,,<--,862, BFO-mem-1, mpt,5859,,,,
nf,7766,OR-11,FALSE,identical,sk177,sk176,,,<--,264, BFO-nis-1, mpt,5859,,,,
nf,7765,OR-11,TRUE,'occupies-spatial-region',a,sk192,sk193,,<--,500, BFO-grv-1, mppa,626,136,31,,
nf,7764,OR-11,TRUE,'occupies-spatial-region',sk195,sk196,sk193,,<--,501, BFO-grv-1, mppa,626,136,31,,
nf,7763,OR-11,TRUE,'occupies-spatial-region',a,sk12,sk193,,<--,503, BFO-grv-1, mppa,626,136,31,,
nf,7762,OR-11,TRUE,'continuant-part-of',sk195,a,sk193,,<--,503, BFO-grv-1, mppa,626,136,31,,
nf,7761,OR-11,TRUE,'continuant-part-of',sk192,sk12,sk193,,<--,503, BFO-grv-1, mppa,626,136,31,,
nf,7760,OR-11,TRUE,'occupies-spatial-region',a,sk175,sk176,,<--,500, BFO-grv-1, mppa,633,173,34,,
nf,7759,OR-11,TRUE,'occupies-spatial-region',sk178,sk179,sk176,,<--,501, BFO-grv-1, mppa,633,173,34,,
nf,7758,OR-11,TRUE,'occupies-spatial-region',a,sk4,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,7757,OR-11,TRUE,'continuant-part-of',sk178,a,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,7756,OR-11,TRUE,'continuant-part-of',sk175,sk4,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,7755,OR-11,TRUE,'instance-of',sk1,'process-boundary',sk20,,<--,33, BFOCE-ett-03, mppa,104,,,,
nf,7754,OR-11,TRUE,'instance-of',sk1,process,sk20,,<--,33, BFOCE-ett-03, mppa,104,,,,
nf,7753,OR-11,TRUE,'instance-of',sk1,'process-boundary',sk158,,<--,538, BFO-lyx-2, mppa,104,,,,
nf,7752,OR-11,TRUE,'instance-of',sk1,process,sk158,,<--,538, BFO-lyx-2, mppa,104,,,,
nf,7751,OR-11,TRUE,'instance-of',sk1,'process-boundary',sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,7750,OR-11,TRUE,'instance-of',sk1,process,sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,7749,OR-11,TRUE,'instance-of',sk1,'process-boundary',sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,7748,OR-11,TRUE,'instance-of',sk1,process,sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,7747,OR-11,TRUE,'instance-of',sk22,'process-boundary',sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
nf,7746,OR-11,TRUE,'instance-of',sk22,process,sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
pf,7594,CRT,TRUE,particular,sk193,,,,<--,374, BFO-ptm-1, ffaa,7315,7593,7591,,
nf,7593,OR-10,TRUE,'exists-at',sk196,sk193,,,<--,270, BFO-bee-1, mpp,7592,7315,40,,
nf,7592,OR-10,TRUE,'instance-of',sk196,'spatial-region',sk193,,<--,486, BFO-lzw-1, mpp,7542,,,,
nf,7591,OR-10,TRUE,'exists-at',sk12,sk193,,,<--,270, BFO-bee-1, mpp,7590,7315,84,,
nf,7590,OR-10,TRUE,'instance-of',sk12,continuant,sk193,,<--,211, BFO-bdd-1, mpp,7539,,,,
nf,7589,OR-10,TRUE,'instance-of',sk12,'spatial-region',sk193,,<--,486, BFO-lzw-1, mpp,7541,,,,
nf,7588,OR-10,TRUE,'exists-at',sk193,sk193,,,<--,270, BFO-bee-1, mpp,7315,48,,,
nf,7587,OR-10,TRUE,entity,sk193,,,,<--,824, BFO-vgn-1, mpp,7579,,,,
nf,7586,OR-10,TRUE,'has-temporal-part',sk193,sk193,,,<--,662, BFO-boo-1, mpp,7577,,,,
nf,7585,OR-10,TRUE,'has-occurrent-part',sk193,sk193,,,<--,346, BFO-yvi-1, mpp,7584,,,,
nf,7584,OR-10,TRUE,'occurrent-part-of',sk193,sk193,,,<--,350, BFO-hbj-1, mpp,7579,,,,
nf,7583,OR-10,FALSE,'proper-temporal-part-of',sk193,sk193,,,<--,675, BFO-aeu-1, mpt,7581,,,,
nf,7582,OR-10,FALSE,'proper-occurrent-part-of',sk193,sk193,,,<--,353, BFO-okr-1, mpt,7581,,,,
nf,7581,OR-10,TRUE,identical,sk193,sk193,,,<--,670, BFO-zdq-1, mpp,7577,,,,
nf,7580,OR-10,FALSE,'instance-of',sk193,continuant,sk193,,<--,798, BFO-wrf-1, mpt,7579,,,,
nf,7579,OR-10,TRUE,'instance-of',sk193,occurrent,sk193,,<--,793, BFO-ejl-1, mpp,7315,,,,
nf,7578,OR-10,FALSE,precedes,sk193,sk193,,,<--,418, BFO-aou-1, mpt,7577,,,,
nf,7577,OR-10,TRUE,'temporal-part-of',sk193,sk193,,,<--,665, BFO-dbj-2, mpp,7315,,,,
nf,7576,OR-10,FALSE,universal,sk193,,,,<--,786, BFO-qkp-1, mpt,7575,,,,
nf,7575,OR-10,TRUE,particular,sk193,,,,<--,260, BFO-lqn-1, mpp,7315,,,,
nf,7574,OR-10,FALSE,'instance-of',sk193,'process-boundary',sk193,,<--,865, BFO-mem-1, mpt,7315,,,,
nf,7573,OR-10,FALSE,'instance-of',sk193,'spatiotemporal-region',sk193,,<--,864, BFO-mem-1, mpt,7315,,,,
nf,7572,OR-10,FALSE,'instance-of',sk193,process,sk193,,<--,862, BFO-mem-1, mpt,7315,,,,
nf,7571,OR-10,FALSE,identical,sk194,sk193,,,<--,264, BFO-nis-1, mpt,7315,,,,
nf,7570,OR-10,TRUE,'has-continuant-part',a,a,sk176,,<--,187, BFO-eld-1, mpp,7567,,,,
nf,7569,OR-10,FALSE,'instance-of',a,occurrent,sk176,,<--,798, BFO-wrf-1, mpt,6304,,,,
nf,7568,OR-10,FALSE,'proper-continuant-part-of',a,a,sk176,,<--,197, BFO-sls-1, mpt,7567,,,,
nf,7567,OR-10,TRUE,'continuant-part-of',a,a,sk176,,<--,189, BFO-mcd-1, mpp,6306,,,,
nf,7566,OR-10,FALSE,'instance-of',a,'generically-dependent-continuant',sk176,,<--,859, BFO-cig-1, mpt,6306,,,,
nf,7565,OR-10,FALSE,'instance-of',a,'specifically-dependent-continuant',sk176,,<--,857, BFO-cig-1, mpt,6306,,,,
nf,7564,OR-10,TRUE,'exists-at',sk179,sk176,,,<--,270, BFO-bee-1, mpp,7563,5859,40,,
nf,7563,OR-10,TRUE,'instance-of',sk179,'spatial-region',sk176,,<--,486, BFO-lzw-1, mpp,7537,,,,
nf,7562,OR-10,TRUE,'exists-at',sk4,sk176,,,<--,270, BFO-bee-1, mpp,7561,5859,84,,
nf,7561,OR-10,TRUE,'instance-of',sk4,continuant,sk176,,<--,211, BFO-bdd-1, mpp,7534,,,,
nf,7560,OR-10,TRUE,'instance-of',sk4,'spatial-region',sk176,,<--,486, BFO-lzw-1, mpp,7536,,,,
nf,7559,OR-10,TRUE,'exists-at',sk176,sk176,,,<--,270, BFO-bee-1, mpp,5859,48,,,
nf,7558,OR-10,TRUE,entity,sk176,,,,<--,824, BFO-vgn-1, mpp,7550,,,,
nf,7557,OR-10,TRUE,'has-temporal-part',sk176,sk176,,,<--,662, BFO-boo-1, mpp,7548,,,,
nf,7556,OR-10,TRUE,'has-occurrent-part',sk176,sk176,,,<--,346, BFO-yvi-1, mpp,7555,,,,
nf,7555,OR-10,TRUE,'occurrent-part-of',sk176,sk176,,,<--,350, BFO-hbj-1, mpp,7550,,,,
nf,7554,OR-10,FALSE,'proper-temporal-part-of',sk176,sk176,,,<--,675, BFO-aeu-1, mpt,7552,,,,
nf,7553,OR-10,FALSE,'proper-occurrent-part-of',sk176,sk176,,,<--,353, BFO-okr-1, mpt,7552,,,,
nf,7552,OR-10,TRUE,identical,sk176,sk176,,,<--,670, BFO-zdq-1, mpp,7548,,,,
nf,7551,OR-10,FALSE,'instance-of',sk176,continuant,sk176,,<--,798, BFO-wrf-1, mpt,7550,,,,
nf,7550,OR-10,TRUE,'instance-of',sk176,occurrent,sk176,,<--,793, BFO-ejl-1, mpp,5859,,,,
nf,7549,OR-10,FALSE,precedes,sk176,sk176,,,<--,418, BFO-aou-1, mpt,7548,,,,
nf,7548,OR-10,TRUE,'temporal-part-of',sk176,sk176,,,<--,665, BFO-dbj-2, mpp,5859,,,,
nf,7547,OR-10,FALSE,universal,sk176,,,,<--,786, BFO-qkp-1, mpt,6105,,,,
nf,7546,OR-10,FALSE,'instance-of',sk176,'process-boundary',sk176,,<--,865, BFO-mem-1, mpt,5859,,,,
nf,7545,OR-10,FALSE,'instance-of',sk176,'spatiotemporal-region',sk176,,<--,864, BFO-mem-1, mpt,5859,,,,
nf,7544,OR-10,FALSE,'instance-of',sk176,process,sk176,,<--,862, BFO-mem-1, mpt,5859,,,,
nf,7543,OR-10,FALSE,identical,sk177,sk176,,,<--,264, BFO-nis-1, mpt,5859,,,,
nf,7542,OR-10,TRUE,'occupies-spatial-region',sk195,sk196,sk193,,<--,501, BFO-grv-1, mppa,626,136,31,,
nf,7541,OR-10,TRUE,'occupies-spatial-region',a,sk12,sk193,,<--,503, BFO-grv-1, mppa,626,136,31,,
nf,7540,OR-10,TRUE,'continuant-part-of',sk195,a,sk193,,<--,503, BFO-grv-1, mppa,626,136,31,,
nf,7539,OR-10,TRUE,'continuant-part-of',sk192,sk12,sk193,,<--,503, BFO-grv-1, mppa,626,136,31,,
nf,7538,OR-10,TRUE,'occupies-spatial-region',a,sk175,sk176,,<--,500, BFO-grv-1, mppa,633,173,34,,
nf,7537,OR-10,TRUE,'occupies-spatial-region',sk178,sk179,sk176,,<--,501, BFO-grv-1, mppa,633,173,34,,
nf,7536,OR-10,TRUE,'occupies-spatial-region',a,sk4,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,7535,OR-10,TRUE,'continuant-part-of',sk178,a,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,7534,OR-10,TRUE,'continuant-part-of',sk175,sk4,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,7533,OR-10,TRUE,'instance-of',sk1,'process-boundary',sk20,,<--,33, BFOCE-ett-03, mppa,104,,,,
nf,7532,OR-10,TRUE,'instance-of',sk1,process,sk20,,<--,33, BFOCE-ett-03, mppa,104,,,,
nf,7531,OR-10,TRUE,'instance-of',sk1,'process-boundary',sk158,,<--,538, BFO-lyx-2, mppa,104,,,,
nf,7530,OR-10,TRUE,'instance-of',sk1,process,sk158,,<--,538, BFO-lyx-2, mppa,104,,,,
nf,7529,OR-10,TRUE,'instance-of',sk1,'process-boundary',sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,7528,OR-10,TRUE,'instance-of',sk1,process,sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,7527,OR-10,TRUE,'instance-of',sk1,'process-boundary',sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,7526,OR-10,TRUE,'instance-of',sk1,process,sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,7525,OR-10,TRUE,'instance-of',sk22,'process-boundary',sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
nf,7524,OR-10,TRUE,'instance-of',sk22,process,sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
pf,7315,CRT,TRUE,'instance-of',sk193,'temporal-region',sk193,,<--,374, BFO-ptm-1, ffaa,7267,7266,7265,,
nf,7314,OR-9,TRUE,'exists-at',sk193,sk193,,,<--,270, BFO-bee-1, mpp,7296,48,,,
nf,7313,OR-9,TRUE,entity,sk193,,,,<--,824, BFO-vgn-1, mpp,7305,,,,
nf,7312,OR-9,TRUE,'has-temporal-part',sk193,sk193,,,<--,662, BFO-boo-1, mpp,7303,,,,
nf,7311,OR-9,TRUE,'has-occurrent-part',sk193,sk193,,,<--,346, BFO-yvi-1, mpp,7310,,,,
nf,7310,OR-9,TRUE,'occurrent-part-of',sk193,sk193,,,<--,350, BFO-hbj-1, mpp,7305,,,,
nf,7309,OR-9,FALSE,'proper-temporal-part-of',sk193,sk193,,,<--,675, BFO-aeu-1, mpt,7307,,,,
nf,7308,OR-9,FALSE,'proper-occurrent-part-of',sk193,sk193,,,<--,353, BFO-okr-1, mpt,7307,,,,
nf,7307,OR-9,TRUE,identical,sk193,sk193,,,<--,670, BFO-zdq-1, mpp,7303,,,,
nf,7306,OR-9,FALSE,'instance-of',sk193,continuant,sk193,,<--,798, BFO-wrf-1, mpt,7305,,,,
nf,7305,OR-9,TRUE,'instance-of',sk193,occurrent,sk193,,<--,793, BFO-ejl-1, mpp,7296,,,,
nf,7304,OR-9,FALSE,precedes,sk193,sk193,,,<--,418, BFO-aou-1, mpt,7303,,,,
nf,7303,OR-9,TRUE,'temporal-part-of',sk193,sk193,,,<--,665, BFO-dbj-2, mpp,7296,,,,
nf,7302,OR-9,FALSE,universal,sk193,,,,<--,786, BFO-qkp-1, mpt,7301,,,,
nf,7301,OR-9,TRUE,particular,sk193,,,,<--,260, BFO-lqn-1, mpp,7296,,,,
nf,7300,OR-9,FALSE,'instance-of',sk193,'process-boundary',sk193,,<--,865, BFO-mem-1, mpt,7296,,,,
nf,7299,OR-9,FALSE,'instance-of',sk193,'spatiotemporal-region',sk193,,<--,864, BFO-mem-1, mpt,7296,,,,
nf,7298,OR-9,FALSE,'instance-of',sk193,process,sk193,,<--,862, BFO-mem-1, mpt,7296,,,,
nf,7297,OR-9,FALSE,identical,sk194,sk193,,,<--,264, BFO-nis-1, mpt,7296,,,,
nf,7296,OR-9,TRUE,'instance-of',sk193,'temporal-region',sk193,,<--,485, BFO-lzw-1, mpp,7267,,,,
nf,7295,OR-9,TRUE,'has-continuant-part',a,a,sk176,,<--,187, BFO-eld-1, mpp,7292,,,,
nf,7294,OR-9,FALSE,'instance-of',a,occurrent,sk176,,<--,798, BFO-wrf-1, mpt,6304,,,,
nf,7293,OR-9,FALSE,'proper-continuant-part-of',a,a,sk176,,<--,197, BFO-sls-1, mpt,7292,,,,
nf,7292,OR-9,TRUE,'continuant-part-of',a,a,sk176,,<--,189, BFO-mcd-1, mpp,6306,,,,
nf,7291,OR-9,FALSE,'instance-of',a,'generically-dependent-continuant',sk176,,<--,859, BFO-cig-1, mpt,6306,,,,
nf,7290,OR-9,FALSE,'instance-of',a,'specifically-dependent-continuant',sk176,,<--,857, BFO-cig-1, mpt,6306,,,,
nf,7289,OR-9,TRUE,'exists-at',sk179,sk176,,,<--,270, BFO-bee-1, mpp,7288,5859,40,,
nf,7288,OR-9,TRUE,'instance-of',sk179,'spatial-region',sk176,,<--,486, BFO-lzw-1, mpp,7263,,,,
nf,7287,OR-9,TRUE,'exists-at',sk4,sk176,,,<--,270, BFO-bee-1, mpp,7286,5859,84,,
nf,7286,OR-9,TRUE,'instance-of',sk4,continuant,sk176,,<--,211, BFO-bdd-1, mpp,7260,,,,
nf,7285,OR-9,TRUE,'instance-of',sk4,'spatial-region',sk176,,<--,486, BFO-lzw-1, mpp,7262,,,,
nf,7284,OR-9,TRUE,'exists-at',sk176,sk176,,,<--,270, BFO-bee-1, mpp,5859,48,,,
nf,7283,OR-9,TRUE,entity,sk176,,,,<--,824, BFO-vgn-1, mpp,7275,,,,
nf,7282,OR-9,TRUE,'has-temporal-part',sk176,sk176,,,<--,662, BFO-boo-1, mpp,7273,,,,
nf,7281,OR-9,TRUE,'has-occurrent-part',sk176,sk176,,,<--,346, BFO-yvi-1, mpp,7280,,,,
nf,7280,OR-9,TRUE,'occurrent-part-of',sk176,sk176,,,<--,350, BFO-hbj-1, mpp,7275,,,,
nf,7279,OR-9,FALSE,'proper-temporal-part-of',sk176,sk176,,,<--,675, BFO-aeu-1, mpt,7277,,,,
nf,7278,OR-9,FALSE,'proper-occurrent-part-of',sk176,sk176,,,<--,353, BFO-okr-1, mpt,7277,,,,
nf,7277,OR-9,TRUE,identical,sk176,sk176,,,<--,670, BFO-zdq-1, mpp,7273,,,,
nf,7276,OR-9,FALSE,'instance-of',sk176,continuant,sk176,,<--,798, BFO-wrf-1, mpt,7275,,,,
nf,7275,OR-9,TRUE,'instance-of',sk176,occurrent,sk176,,<--,793, BFO-ejl-1, mpp,5859,,,,
nf,7274,OR-9,FALSE,precedes,sk176,sk176,,,<--,418, BFO-aou-1, mpt,7273,,,,
nf,7273,OR-9,TRUE,'temporal-part-of',sk176,sk176,,,<--,665, BFO-dbj-2, mpp,5859,,,,
nf,7272,OR-9,FALSE,universal,sk176,,,,<--,786, BFO-qkp-1, mpt,6105,,,,
nf,7271,OR-9,FALSE,'instance-of',sk176,'process-boundary',sk176,,<--,865, BFO-mem-1, mpt,5859,,,,
nf,7270,OR-9,FALSE,'instance-of',sk176,'spatiotemporal-region',sk176,,<--,864, BFO-mem-1, mpt,5859,,,,
nf,7269,OR-9,FALSE,'instance-of',sk176,process,sk176,,<--,862, BFO-mem-1, mpt,5859,,,,
nf,7268,OR-9,FALSE,identical,sk177,sk176,,,<--,264, BFO-nis-1, mpt,5859,,,,
nf,7267,OR-9,TRUE,'occupies-spatial-region',a,sk12,sk193,,<--,503, BFO-grv-1, mppa,626,136,31,,
nf,7266,OR-9,TRUE,'continuant-part-of',sk195,a,sk193,,<--,503, BFO-grv-1, mppa,626,136,31,,
nf,7265,OR-9,TRUE,'continuant-part-of',sk192,sk12,sk193,,<--,503, BFO-grv-1, mppa,626,136,31,,
nf,7264,OR-9,TRUE,'occupies-spatial-region',a,sk175,sk176,,<--,500, BFO-grv-1, mppa,633,173,34,,
nf,7263,OR-9,TRUE,'occupies-spatial-region',sk178,sk179,sk176,,<--,501, BFO-grv-1, mppa,633,173,34,,
nf,7262,OR-9,TRUE,'occupies-spatial-region',a,sk4,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,7261,OR-9,TRUE,'continuant-part-of',sk178,a,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,7260,OR-9,TRUE,'continuant-part-of',sk175,sk4,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,7259,OR-9,TRUE,'instance-of',sk1,'process-boundary',sk20,,<--,33, BFOCE-ett-03, mppa,104,,,,
nf,7258,OR-9,TRUE,'instance-of',sk1,process,sk20,,<--,33, BFOCE-ett-03, mppa,104,,,,
nf,7257,OR-9,TRUE,'instance-of',sk1,'process-boundary',sk158,,<--,538, BFO-lyx-2, mppa,104,,,,
nf,7256,OR-9,TRUE,'instance-of',sk1,process,sk158,,<--,538, BFO-lyx-2, mppa,104,,,,
nf,7255,OR-9,TRUE,'instance-of',sk1,'process-boundary',sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,7254,OR-9,TRUE,'instance-of',sk1,process,sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,7253,OR-9,TRUE,'instance-of',sk1,'process-boundary',sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,7252,OR-9,TRUE,'instance-of',sk1,process,sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,7251,OR-9,TRUE,'instance-of',sk22,'process-boundary',sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
nf,7250,OR-9,TRUE,'instance-of',sk22,process,sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
pf,6307,CRT,TRUE,overlaps,a,a,sk176,,<--,374, BFO-ptm-1, ffaa,6299,6268,,,
pf,6306,CRT,TRUE,'instance-of',a,'independent-continuant',sk176,,<--,374, BFO-ptm-1, ffaa,6305,31,6271,6269,
pf,6305,CRT,TRUE,'exists-at',a,sk176,,,<--,374, BFO-ptm-1, ffaa,6304,84,6296,5859,36
pf,6304,CRT,TRUE,'instance-of',a,continuant,sk176,,<--,374, BFO-ptm-1, ffaa,6296,6268,,,
nf,6303,OR-8,TRUE,'has-continuant-part',a,a,sk176,,<--,187, BFO-eld-1, mpp,6299,,,,
nf,6302,OR-8,TRUE,overlaps,a,a,sk176,,<--,3, BFOCE-unmarked, mpp,6299,,,,
nf,6301,OR-8,FALSE,'instance-of',a,occurrent,sk176,,<--,798, BFO-wrf-1, mpt,6294,,,,
nf,6300,OR-8,FALSE,'proper-continuant-part-of',a,a,sk176,,<--,197, BFO-sls-1, mpt,6299,,,,
nf,6299,OR-8,TRUE,'continuant-part-of',a,a,sk176,,<--,189, BFO-mcd-1, mpp,6296,,,,
nf,6298,OR-8,FALSE,'instance-of',a,'generically-dependent-continuant',sk176,,<--,859, BFO-cig-1, mpt,6296,,,,
nf,6297,OR-8,FALSE,'instance-of',a,'specifically-dependent-continuant',sk176,,<--,857, BFO-cig-1, mpt,6296,,,,
nf,6296,OR-8,TRUE,'instance-of',a,'independent-continuant',sk176,,<--,841, BFO-otk-1, mpp,6295,31,,,
nf,6295,OR-8,TRUE,'exists-at',a,sk176,,,<--,270, BFO-bee-1, mpp,6294,5859,84,,
nf,6294,OR-8,TRUE,'instance-of',a,continuant,sk176,,<--,211, BFO-bdd-1, mpp,6268,,,,
nf,6293,OR-8,TRUE,'exists-at',sk179,sk176,,,<--,270, BFO-bee-1, mpp,6292,5859,40,,
nf,6292,OR-8,TRUE,'instance-of',sk179,'spatial-region',sk176,,<--,486, BFO-lzw-1, mpp,6270,,,,
nf,6291,OR-8,TRUE,'exists-at',sk4,sk176,,,<--,270, BFO-bee-1, mpp,6290,5859,84,,
nf,6290,OR-8,TRUE,'instance-of',sk4,continuant,sk176,,<--,211, BFO-bdd-1, mpp,6267,,,,
nf,6289,OR-8,TRUE,'instance-of',sk4,'spatial-region',sk176,,<--,486, BFO-lzw-1, mpp,6269,,,,
nf,6288,OR-8,TRUE,'exists-at',sk176,sk176,,,<--,270, BFO-bee-1, mpp,5859,48,,,
nf,6287,OR-8,TRUE,entity,sk176,,,,<--,824, BFO-vgn-1, mpp,6279,,,,
nf,6286,OR-8,TRUE,'has-temporal-part',sk176,sk176,,,<--,662, BFO-boo-1, mpp,6277,,,,
nf,6285,OR-8,TRUE,'has-occurrent-part',sk176,sk176,,,<--,346, BFO-yvi-1, mpp,6284,,,,
nf,6284,OR-8,TRUE,'occurrent-part-of',sk176,sk176,,,<--,350, BFO-hbj-1, mpp,6279,,,,
nf,6283,OR-8,FALSE,'proper-temporal-part-of',sk176,sk176,,,<--,675, BFO-aeu-1, mpt,6281,,,,
nf,6282,OR-8,FALSE,'proper-occurrent-part-of',sk176,sk176,,,<--,353, BFO-okr-1, mpt,6281,,,,
nf,6281,OR-8,TRUE,identical,sk176,sk176,,,<--,670, BFO-zdq-1, mpp,6277,,,,
nf,6280,OR-8,FALSE,'instance-of',sk176,continuant,sk176,,<--,798, BFO-wrf-1, mpt,6279,,,,
nf,6279,OR-8,TRUE,'instance-of',sk176,occurrent,sk176,,<--,793, BFO-ejl-1, mpp,5859,,,,
nf,6278,OR-8,FALSE,precedes,sk176,sk176,,,<--,418, BFO-aou-1, mpt,6277,,,,
nf,6277,OR-8,TRUE,'temporal-part-of',sk176,sk176,,,<--,665, BFO-dbj-2, mpp,5859,,,,
nf,6276,OR-8,FALSE,universal,sk176,,,,<--,786, BFO-qkp-1, mpt,6105,,,,
nf,6275,OR-8,FALSE,'instance-of',sk176,'process-boundary',sk176,,<--,865, BFO-mem-1, mpt,5859,,,,
nf,6274,OR-8,FALSE,'instance-of',sk176,'spatiotemporal-region',sk176,,<--,864, BFO-mem-1, mpt,5859,,,,
nf,6273,OR-8,FALSE,'instance-of',sk176,process,sk176,,<--,862, BFO-mem-1, mpt,5859,,,,
nf,6272,OR-8,FALSE,identical,sk177,sk176,,,<--,264, BFO-nis-1, mpt,5859,,,,
nf,6271,OR-8,TRUE,'occupies-spatial-region',a,sk175,sk176,,<--,500, BFO-grv-1, mppa,633,173,34,,
nf,6270,OR-8,TRUE,'occupies-spatial-region',sk178,sk179,sk176,,<--,501, BFO-grv-1, mppa,633,173,34,,
nf,6269,OR-8,TRUE,'occupies-spatial-region',a,sk4,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,6268,OR-8,TRUE,'continuant-part-of',sk178,a,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,6267,OR-8,TRUE,'continuant-part-of',sk175,sk4,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,6266,OR-8,TRUE,'instance-of',sk1,'process-boundary',sk20,,<--,33, BFOCE-ett-03, mppa,104,,,,
nf,6265,OR-8,TRUE,'instance-of',sk1,process,sk20,,<--,33, BFOCE-ett-03, mppa,104,,,,
nf,6264,OR-8,TRUE,'instance-of',sk1,'process-boundary',sk158,,<--,538, BFO-lyx-2, mppa,104,,,,
nf,6263,OR-8,TRUE,'instance-of',sk1,process,sk158,,<--,538, BFO-lyx-2, mppa,104,,,,
nf,6262,OR-8,TRUE,'instance-of',sk1,'process-boundary',sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,6261,OR-8,TRUE,'instance-of',sk1,process,sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,6260,OR-8,TRUE,'instance-of',sk1,'process-boundary',sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,6259,OR-8,TRUE,'instance-of',sk1,process,sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,6258,OR-8,TRUE,'instance-of',sk22,'process-boundary',sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
nf,6257,OR-8,TRUE,'instance-of',sk22,process,sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
pf,6105,CRT,TRUE,particular,sk176,,,,<--,374, BFO-ptm-1, ffaa,5859,6104,6102,,
nf,6104,OR-7,TRUE,'exists-at',sk179,sk176,,,<--,270, BFO-bee-1, mpp,6103,5859,40,,
nf,6103,OR-7,TRUE,'instance-of',sk179,'spatial-region',sk176,,<--,486, BFO-lzw-1, mpp,6081,,,,
nf,6102,OR-7,TRUE,'exists-at',sk4,sk176,,,<--,270, BFO-bee-1, mpp,6101,5859,84,,
nf,6101,OR-7,TRUE,'instance-of',sk4,continuant,sk176,,<--,211, BFO-bdd-1, mpp,6078,,,,
nf,6100,OR-7,TRUE,'instance-of',sk4,'spatial-region',sk176,,<--,486, BFO-lzw-1, mpp,6080,,,,
nf,6099,OR-7,TRUE,'exists-at',sk176,sk176,,,<--,270, BFO-bee-1, mpp,5859,48,,,
nf,6098,OR-7,TRUE,entity,sk176,,,,<--,824, BFO-vgn-1, mpp,6090,,,,
nf,6097,OR-7,TRUE,'has-temporal-part',sk176,sk176,,,<--,662, BFO-boo-1, mpp,6088,,,,
nf,6096,OR-7,TRUE,'has-occurrent-part',sk176,sk176,,,<--,346, BFO-yvi-1, mpp,6095,,,,
nf,6095,OR-7,TRUE,'occurrent-part-of',sk176,sk176,,,<--,350, BFO-hbj-1, mpp,6090,,,,
nf,6094,OR-7,FALSE,'proper-temporal-part-of',sk176,sk176,,,<--,675, BFO-aeu-1, mpt,6092,,,,
nf,6093,OR-7,FALSE,'proper-occurrent-part-of',sk176,sk176,,,<--,353, BFO-okr-1, mpt,6092,,,,
nf,6092,OR-7,TRUE,identical,sk176,sk176,,,<--,670, BFO-zdq-1, mpp,6088,,,,
nf,6091,OR-7,FALSE,'instance-of',sk176,continuant,sk176,,<--,798, BFO-wrf-1, mpt,6090,,,,
