pf,872,CRT,FALSE,'exists-at','three-dimensional-spatial-region',t1,,,<--,257, BFO-oap-1, mtt,495,,,,
pf,871,CRT,FALSE,'exists-at',t1,'three-dimensional-spatial-region',,,<--,256, BFO-oap-1, mtt,495,,,,
pf,870,CRT,FALSE,'exists-throughout','three-dimensional-spatial-region',t1,,,<--,26, BFOCE-ett-01, mtt,495,,,,
pf,869,CRT,FALSE,'instance-of',t1,'temporal-interval',t1,,<--,822, BFO-fye-1, mtt,516,,,,
pf,868,CRT,FALSE,'temporal-part-of',sk11,t1,,,<--,698, BFO-mei-2, mtt,516,149,,,
pf,867,CRT,FALSE,'instance-of',t2,'temporal-interval',t2,,<--,822, BFO-fye-1, mtt,517,,,,
pf,866,CRT,FALSE,'temporal-part-of',sk11,t2,,,<--,698, BFO-mei-2, mtt,517,149,,,
pf,865,CRT,FALSE,'instance-of','temporal-instant',t1,t1,,<--,260, BFO-lqn-1, mtt,518,,,,
pf,864,CRT,FALSE,'exists-at','temporal-instant',t1,,,<--,257, BFO-oap-1, mtt,518,,,,
pf,863,CRT,FALSE,'exists-at',t1,'temporal-instant',,,<--,256, BFO-oap-1, mtt,518,,,,
pf,862,CRT,FALSE,'exists-throughout','temporal-instant',t1,,,<--,26, BFOCE-ett-01, mtt,518,,,,
pf,861,CRT,FALSE,'instance-of',process,t1,t1,,<--,260, BFO-lqn-1, mtt,529,,,,
pf,860,CRT,FALSE,'exists-at',process,t1,,,<--,257, BFO-oap-1, mtt,529,,,,
pf,859,CRT,FALSE,'exists-at',t1,process,,,<--,256, BFO-oap-1, mtt,529,,,,
pf,858,CRT,FALSE,'exists-throughout',process,t1,,,<--,26, BFOCE-ett-01, mtt,529,,,,
pf,857,CRT,FALSE,'generically-depends-on',a,t1,t,,<--,287, BFO-ekp-1, mtt,530,,,,
pf,856,CRT,FALSE,concretizes,t1,a,t,,<--,284, BFO-rog-1, mtt,530,,,,
pf,855,CRT,FALSE,'instance-of',a,'realizable-entity',t,,<--,825, BFO-qix-1, mtt,531,,,,
pf,854,CRT,FALSE,'instance-of',a,quality,t,,<--,810, BFO-nbm-1, mtt,531,,,,
pf,853,CRT,FALSE,'is-carrier-of',sk1,a,sk1,,<--,276, BFO-mvp-1, mtt,532,,,,
pf,852,CRT,FALSE,'preceded-by',c1,c1,,,<--,408, BFO-tib-1, mtt,533,,,,
pf,851,CRT,FALSE,'instance-of',occurrent,t1,t1,,<--,260, BFO-lqn-1, mtt,534,,,,
pf,850,CRT,FALSE,'exists-at',occurrent,t1,,,<--,257, BFO-oap-1, mtt,534,,,,
pf,849,CRT,FALSE,'exists-at',t1,occurrent,,,<--,256, BFO-oap-1, mtt,534,,,,
pf,848,CRT,FALSE,'exists-throughout',occurrent,t1,,,<--,26, BFOCE-ett-01, mtt,534,,,,
pf,847,CRT,FALSE,'instance-of',change,t1,t1,,<--,260, BFO-lqn-1, mtt,535,,,,
pf,846,CRT,FALSE,'exists-at',change,t1,,,<--,257, BFO-oap-1, mtt,535,,,,
pf,845,CRT,FALSE,'exists-at',t1,change,,,<--,256, BFO-oap-1, mtt,535,,,,
pf,844,CRT,FALSE,'exists-throughout',change,t1,,,<--,26, BFOCE-ett-01, mtt,535,,,,
pf,843,CRT,FALSE,'instance-of',c1,'specifically-dependent-continuant',t,,<--,814, BFO-dhv-1, mtt,536,,,,
pf,842,CRT,FALSE,'instance-of',c1,'generically-dependent-continuant',t,,<--,813, BFO-zyw-1, mtt,536,,,,
pf,841,CRT,FALSE,'instance-of',c1,'independent-continuant',t,,<--,803, BFO-wyq-1, mtt,536,,,,
pf,840,CRT,FALSE,'proper-continuant-part-of',c1,t1,t,,<--,217, BFO-kte-1, mtt,536,,,,
pf,839,CRT,FALSE,'proper-continuant-part-of',t1,c1,t,,<--,216, BFO-kte-1, mtt,536,,,,
pf,838,CRT,FALSE,'continuant-part-of',c1,t1,t,,<--,212, BFO-bdd-1, mtt,536,,,,
pf,837,CRT,FALSE,'continuant-part-of',t1,c1,t,,<--,211, BFO-bdd-1, mtt,536,,,,
pf,836,CRT,FALSE,'replaces-type',c1,t1,t1,t,<--,139, BFOCE-trp-02, mtt,536,,,,
pf,835,CRT,FALSE,'loses-type',c1,t1,t,,<--,124, BFOCE-gen-02, mtt,536,,,,
pf,834,CRT,FALSE,'gains-type',c1,t1,t,,<--,109, BFOCE-spe-02, mtt,536,,,,
pf,833,CRT,FALSE,'happens-to',t1,c1,t,,<--,46, BFOCE-cha-02, mtt,536,,,,
pf,832,CRT,FALSE,'instance-of',t,'specifically-dependent-continuant',t,,<--,814, BFO-dhv-1, mtt,537,,,,
pf,831,CRT,FALSE,'instance-of',t,'generically-dependent-continuant',t,,<--,813, BFO-zyw-1, mtt,537,,,,
pf,830,CRT,FALSE,'instance-of',t,'independent-continuant',t,,<--,803, BFO-wyq-1, mtt,537,,,,
pf,829,CRT,FALSE,'proper-continuant-part-of',t,t1,t,,<--,217, BFO-kte-1, mtt,537,,,,
pf,828,CRT,FALSE,'proper-continuant-part-of',t1,t,t,,<--,216, BFO-kte-1, mtt,537,,,,
pf,827,CRT,FALSE,'continuant-part-of',t,t1,t,,<--,212, BFO-bdd-1, mtt,537,,,,
pf,826,CRT,FALSE,'continuant-part-of',t1,t,t,,<--,211, BFO-bdd-1, mtt,537,,,,
pf,825,CRT,FALSE,'replaces-type',t,t1,t1,t,<--,139, BFOCE-trp-02, mtt,537,,,,
pf,824,CRT,FALSE,'loses-type',t,t1,t,,<--,124, BFOCE-gen-02, mtt,537,,,,
pf,823,CRT,FALSE,'gains-type',t,t1,t,,<--,109, BFOCE-spe-02, mtt,537,,,,
pf,822,CRT,FALSE,'happens-to',t1,t,t,,<--,46, BFOCE-cha-02, mtt,537,,,,
pf,821,CRT,FALSE,'instance-of',continuant,t1,t1,,<--,260, BFO-lqn-1, mtt,538,,,,
pf,820,CRT,FALSE,'exists-at',continuant,t1,,,<--,257, BFO-oap-1, mtt,538,,,,
pf,819,CRT,FALSE,'exists-at',t1,continuant,,,<--,256, BFO-oap-1, mtt,538,,,,
pf,818,CRT,FALSE,'exists-throughout',continuant,t1,,,<--,26, BFOCE-ett-01, mtt,538,,,,
pf,817,CRT,FALSE,'instance-of',sk1,'zero-dimensional-temporal-region',t,,<--,820, BFO-pvu-1, mtt,539,,,,
pf,816,CRT,FALSE,'instance-of',sk1,'one-dimensional-temporal-region',t,,<--,818, BFO-fpd-1, mtt,539,,,,
pf,815,CRT,FALSE,precedes,t2,t1,,,<--,411, BFO-qqv-1, mtt,545,27,28,,
pf,814,CRT,FALSE,'preceded-by',t,t,,,<--,408, BFO-tib-1, mtt,545,,,,
pf,813,CRT,FALSE,'instance-of',t1,t,t1,,<--,259, BFO-lqn-1, mtt,546,,,,
pf,812,CRT,FALSE,'replaces-type',t1,t,t1,t1,<--,138, BFOCE-trp-02, mtt,546,,,,
pf,811,CRT,FALSE,'replaces-type',t1,t1,t,t1,<--,137, BFOCE-trp-02, mtt,546,,,,
pf,810,CRT,FALSE,'loses-type',t1,t,t1,,<--,123, BFOCE-gen-02, mtt,546,,,,
pf,809,CRT,FALSE,'gains-type',t1,t,t1,,<--,108, BFOCE-spe-02, mtt,546,,,,
pf,808,CRT,FALSE,'instance-of',t2,'specifically-dependent-continuant',t2,,<--,814, BFO-dhv-1, mtt,551,,,,
pf,807,CRT,FALSE,'instance-of',t2,'generically-dependent-continuant',t2,,<--,813, BFO-zyw-1, mtt,551,,,,
pf,806,CRT,FALSE,'instance-of',t2,'independent-continuant',t2,,<--,803, BFO-wyq-1, mtt,551,,,,
pf,805,CRT,FALSE,'proper-continuant-part-of',t2,t1,t2,,<--,217, BFO-kte-1, mtt,551,,,,
pf,804,CRT,FALSE,'proper-continuant-part-of',t1,t2,t2,,<--,216, BFO-kte-1, mtt,551,,,,
pf,803,CRT,FALSE,'continuant-part-of',t2,t1,t2,,<--,212, BFO-bdd-1, mtt,551,,,,
pf,802,CRT,FALSE,'continuant-part-of',t1,t2,t2,,<--,211, BFO-bdd-1, mtt,551,,,,
pf,801,CRT,FALSE,'replaces-type',t2,t1,t1,t2,<--,139, BFOCE-trp-02, mtt,551,,,,
pf,800,CRT,FALSE,'loses-type',t2,t1,t2,,<--,124, BFOCE-gen-02, mtt,551,,,,
pf,799,CRT,FALSE,'gains-type',t2,t1,t2,,<--,109, BFOCE-spe-02, mtt,551,,,,
pf,798,CRT,FALSE,'happens-to',t1,t2,t2,,<--,46, BFOCE-cha-02, mtt,551,,,,
pf,797,CRT,FALSE,'preceded-by',t2,t2,,,<--,408, BFO-tib-1, mtt,552,,,,
pf,796,CRT,FALSE,'instance-of',t1,t2,t1,,<--,259, BFO-lqn-1, mtt,553,,,,
pf,795,CRT,FALSE,'replaces-type',t1,t2,t1,t1,<--,138, BFOCE-trp-02, mtt,553,,,,
pf,794,CRT,FALSE,'replaces-type',t1,t1,t2,t1,<--,137, BFOCE-trp-02, mtt,553,,,,
pf,793,CRT,FALSE,'loses-type',t1,t2,t1,,<--,123, BFOCE-gen-02, mtt,553,,,,
pf,792,CRT,FALSE,'gains-type',t1,t2,t1,,<--,108, BFOCE-spe-02, mtt,553,,,,
pf,791,CRT,FALSE,'member-part-of',sk12,r2,t2,,<--,344, BFO-evk-1, mtt,557,,,,
pf,790,CRT,FALSE,'has-proper-continuant-part',r2,sk12,t2,,<--,191, BFO-hpm-1, mtt,557,,,,
pf,789,CRT,FALSE,'instance-of',t1,r2,t1,,<--,259, BFO-lqn-1, mtt,559,,,,
pf,788,CRT,FALSE,'replaces-type',t1,r2,t1,t1,<--,138, BFOCE-trp-02, mtt,559,,,,
pf,787,CRT,FALSE,'replaces-type',t1,t1,r2,t1,<--,137, BFOCE-trp-02, mtt,559,,,,
pf,786,CRT,FALSE,'loses-type',t1,r2,t1,,<--,123, BFOCE-gen-02, mtt,559,,,,
pf,785,CRT,FALSE,'gains-type',t1,r2,t1,,<--,108, BFOCE-spe-02, mtt,559,,,,
pf,784,CRT,FALSE,'instance-of',a,'spatiotemporal-region',t2,,<--,799, BFO-les-1, mtt,560,,,,
pf,783,CRT,FALSE,'instance-of',a,'process-boundary',t2,,<--,795, BFO-xot-1, mtt,560,,,,
pf,782,CRT,FALSE,'instance-of',a,'temporal-region',t2,,<--,793, BFO-ejl-1, mtt,560,,,,
pf,781,CRT,FALSE,'instance-of',a,process,t2,,<--,788, BFO-lso-1, mtt,560,,,,
pf,780,CRT,FALSE,'instance-of',a,change,t2,,<--,42, BFOCE-cha-01, mtt,560,,,,
pf,779,CRT,FALSE,'member-part-of',a,a,t2,,<--,344, BFO-evk-1, mtt,561,,,,
pf,778,CRT,FALSE,'has-proper-continuant-part',a,a,t2,,<--,191, BFO-hpm-1, mtt,561,,,,
pf,777,CRT,FALSE,'instance-of',t1,'specifically-dependent-continuant',t1,,<--,814, BFO-dhv-1, mtt,562,,,,
pf,776,CRT,FALSE,'instance-of',t1,'generically-dependent-continuant',t1,,<--,813, BFO-zyw-1, mtt,562,,,,
pf,775,CRT,FALSE,'instance-of',t1,'independent-continuant',t1,,<--,803, BFO-wyq-1, mtt,562,,,,
pf,774,CRT,FALSE,'proper-continuant-part-of',t1,t1,t1,,<--,216, BFO-kte-1, mtt,562,,,,
pf,773,CRT,FALSE,'continuant-part-of',t1,t1,t1,,<--,211, BFO-bdd-1, mtt,562,,,,
pf,772,CRT,FALSE,'happens-to',t1,t1,t1,,<--,46, BFOCE-cha-02, mtt,562,,,,
pf,771,CRT,FALSE,'preceded-by',t1,t1,,,<--,408, BFO-tib-1, mtt,563,,,,
pf,770,CRT,FALSE,'loses-type',t1,t1,t1,,<--,123, BFOCE-gen-02, mtt,564,,,,
pf,769,CRT,FALSE,'gains-type',t1,t1,t1,,<--,108, BFOCE-spe-02, mtt,564,,,,
pf,768,CRT,FALSE,'instance-of','temporal-region',t1,t1,,<--,260, BFO-lqn-1, mtt,565,,,,
pf,767,CRT,FALSE,'exists-at','temporal-region',t1,,,<--,257, BFO-oap-1, mtt,565,,,,
pf,766,CRT,FALSE,'exists-at',t1,'temporal-region',,,<--,256, BFO-oap-1, mtt,565,,,,
pf,765,CRT,FALSE,'exists-throughout','temporal-region',t1,,,<--,26, BFOCE-ett-01, mtt,565,,,,
pf,764,CRT,FALSE,'member-part-of',sk4,r1,t1,,<--,344, BFO-evk-1, mtt,572,,,,
pf,763,CRT,FALSE,'has-proper-continuant-part',r1,sk4,t1,,<--,191, BFO-hpm-1, mtt,572,,,,
pf,762,CRT,FALSE,'instance-of',t1,r1,t1,,<--,259, BFO-lqn-1, mtt,574,,,,
pf,761,CRT,FALSE,'replaces-type',t1,r1,t1,t1,<--,138, BFOCE-trp-02, mtt,574,,,,
pf,760,CRT,FALSE,'replaces-type',t1,t1,r1,t1,<--,137, BFOCE-trp-02, mtt,574,,,,
pf,759,CRT,FALSE,'loses-type',t1,r1,t1,,<--,123, BFOCE-gen-02, mtt,574,,,,
pf,758,CRT,FALSE,'gains-type',t1,r1,t1,,<--,108, BFOCE-spe-02, mtt,574,,,,
pf,757,CRT,FALSE,'instance-of','spatial-region',t1,t1,,<--,260, BFO-lqn-1, mtt,575,,,,
pf,756,CRT,FALSE,'exists-at','spatial-region',t1,,,<--,257, BFO-oap-1, mtt,575,,,,
pf,755,CRT,FALSE,'exists-at',t1,'spatial-region',,,<--,256, BFO-oap-1, mtt,575,,,,
pf,754,CRT,FALSE,'exists-throughout','spatial-region',t1,,,<--,26, BFOCE-ett-01, mtt,575,,,,
pf,753,CRT,FALSE,'instance-of',a,'spatiotemporal-region',t1,,<--,799, BFO-les-1, mtt,576,,,,
pf,752,CRT,FALSE,'instance-of',a,'process-boundary',t1,,<--,795, BFO-xot-1, mtt,576,,,,
pf,751,CRT,FALSE,'instance-of',a,'temporal-region',t1,,<--,793, BFO-ejl-1, mtt,576,,,,
pf,750,CRT,FALSE,'instance-of',a,process,t1,,<--,788, BFO-lso-1, mtt,576,,,,
pf,749,CRT,FALSE,'instance-of',a,change,t1,,<--,42, BFOCE-cha-01, mtt,576,,,,
pf,748,CRT,FALSE,'instance-of',t1,a,t1,,<--,259, BFO-lqn-1, mtt,577,,,,
pf,747,CRT,FALSE,'replaces-type',t1,a,t1,t1,<--,138, BFOCE-trp-02, mtt,577,,,,
pf,746,CRT,FALSE,'replaces-type',t1,t1,a,t1,<--,137, BFOCE-trp-02, mtt,577,,,,
pf,745,CRT,FALSE,'loses-type',t1,a,t1,,<--,123, BFOCE-gen-02, mtt,577,,,,
pf,744,CRT,FALSE,'gains-type',t1,a,t1,,<--,108, BFOCE-spe-02, mtt,577,,,,
pf,743,CRT,FALSE,'instance-of','independent-continuant',t1,t1,,<--,260, BFO-lqn-1, mtt,578,,,,
pf,742,CRT,FALSE,'exists-at','independent-continuant',t1,,,<--,257, BFO-oap-1, mtt,578,,,,
pf,741,CRT,FALSE,'exists-at',t1,'independent-continuant',,,<--,256, BFO-oap-1, mtt,578,,,,
pf,740,CRT,FALSE,'exists-throughout','independent-continuant',t1,,,<--,26, BFOCE-ett-01, mtt,578,,,,
pf,739,CRT,FALSE,'member-part-of',a,a,t1,,<--,344, BFO-evk-1, mtt,579,,,,
pf,738,CRT,FALSE,'has-proper-continuant-part',a,a,t1,,<--,191, BFO-hpm-1, mtt,579,,,,
pf,737,CRT,FALSE,'generically-depends-on',a,t1,t1,,<--,287, BFO-ekp-1, mtt,580,,,,
pf,736,CRT,FALSE,concretizes,t1,a,t1,,<--,284, BFO-rog-1, mtt,580,,,,
pf,735,CRT,FALSE,'instance-of',a,'realizable-entity',t1,,<--,825, BFO-qix-1, mtt,581,,,,
pf,734,CRT,FALSE,'instance-of',a,quality,t1,,<--,810, BFO-nbm-1, mtt,581,,,,
pf,733,CRT,FALSE,'instance-of',r1,'fiat-point',t1,,<--,806, BFO-xlm-1, mtt,582,,,,
pf,732,CRT,FALSE,'instance-of',r1,'fiat-line',t1,,<--,804, BFO-dhy-1, mtt,582,,,,
pf,731,CRT,FALSE,'instance-of',r1,'fiat-surface',t1,,<--,203, BFO-ysp-1, mtt,582,300,,,
pf,730,CRT,FALSE,'location-of',r1,sk12,t1,,<--,459, BFO-kaw-1, mtt,584,,,,
pf,729,CRT,FALSE,'location-of',sk12,r1,t1,,<--,459, BFO-kaw-1, mtt,585,,,,
pf,728,CRT,FALSE,'is-carrier-of',r1,sk12,t1,,<--,276, BFO-mvp-1, mtt,587,,,,
pf,727,CRT,FALSE,'instance-of',t1,history,t1,,<--,787, BFO-zuj-1, mtt,593,,,,
pf,726,CRT,FALSE,'participates-in',t1,t1,t1,,<--,449, BFO-ild-1, mtt,593,,,,
pf,725,CRT,FALSE,'has-first-instant',t,sk31,,,<--,673, BFO-fwf-1, mtt,594,28,,,
pf,724,CRT,FALSE,'has-first-instant',t1,sk31,,,<--,673, BFO-fwf-1, mtt,594,115,,,
pf,723,CRT,FALSE,'has-last-instant',t1,sk31,,,<--,672, BFO-ogd-1, mtt,594,116,,,
pf,722,CRT,FALSE,'generically-depends-on',a,t1,t2,,<--,287, BFO-ekp-1, mtt,595,,,,
pf,721,CRT,FALSE,concretizes,t1,a,t2,,<--,284, BFO-rog-1, mtt,595,,,,
pf,720,CRT,FALSE,'instance-of',a,'realizable-entity',t2,,<--,825, BFO-qix-1, mtt,596,,,,
pf,719,CRT,FALSE,'instance-of',a,quality,t2,,<--,810, BFO-nbm-1, mtt,596,,,,
pf,718,CRT,FALSE,'instance-of',r2,'fiat-point',t2,,<--,806, BFO-xlm-1, mtt,597,,,,
pf,717,CRT,FALSE,'instance-of',r2,'fiat-line',t2,,<--,804, BFO-dhy-1, mtt,597,,,,
pf,716,CRT,FALSE,'instance-of',r2,'fiat-surface',t2,,<--,203, BFO-ysp-1, mtt,597,279,,,
pf,715,CRT,FALSE,'location-of',r2,sk31,t2,,<--,459, BFO-kaw-1, mtt,599,,,,
pf,714,CRT,FALSE,'location-of',sk31,r2,t2,,<--,459, BFO-kaw-1, mtt,600,,,,
pf,713,CRT,FALSE,'is-carrier-of',r2,sk31,t2,,<--,276, BFO-mvp-1, mtt,602,,,,
pf,712,CRT,FALSE,'spatially-projects-onto',t2,t1,t2,,<--,536, BFO-blj-1, mtt,607,,,,
pf,711,CRT,FALSE,'instance-of',t2,history,t2,,<--,787, BFO-zuj-1, mtt,608,,,,
pf,710,CRT,FALSE,'participates-in',t1,t2,t2,,<--,449, BFO-ild-1, mtt,608,,,,
pf,709,CRT,FALSE,'has-first-instant',t2,sk32,,,<--,673, BFO-fwf-1, mtt,609,112,,,
pf,708,CRT,FALSE,'has-last-instant',t,sk32,,,<--,672, BFO-ogd-1, mtt,609,27,,,
pf,707,CRT,FALSE,'has-last-instant',t2,sk32,,,<--,672, BFO-ogd-1, mtt,609,113,,,
pf,706,CRT,FALSE,'instance-of',t1,c1,t1,,<--,259, BFO-lqn-1, mtt,610,,,,
pf,705,CRT,FALSE,'replaces-type',t1,c1,t1,t1,<--,138, BFOCE-trp-02, mtt,610,,,,
pf,704,CRT,FALSE,'replaces-type',t1,t1,c1,t1,<--,137, BFOCE-trp-02, mtt,610,,,,
pf,703,CRT,FALSE,'loses-type',t1,c1,t1,,<--,123, BFOCE-gen-02, mtt,610,,,,
pf,702,CRT,FALSE,'gains-type',t1,c1,t1,,<--,108, BFOCE-spe-02, mtt,610,,,,
pf,701,CRT,FALSE,'instance-of',motion,t1,t1,,<--,260, BFO-lqn-1, mtt,611,,,,
pf,700,CRT,FALSE,'exists-at',motion,t1,,,<--,257, BFO-oap-1, mtt,611,,,,
pf,699,CRT,FALSE,'exists-at',t1,motion,,,<--,256, BFO-oap-1, mtt,611,,,,
pf,698,CRT,FALSE,'exists-throughout',motion,t1,,,<--,26, BFOCE-ett-01, mtt,611,,,,
pf,697,CRT,FALSE,'instance-of',a,'spatiotemporal-region',t,,<--,799, BFO-les-1, mtt,612,,,,
pf,696,CRT,FALSE,'instance-of',a,'process-boundary',t,,<--,795, BFO-xot-1, mtt,612,,,,
pf,695,CRT,FALSE,'instance-of',a,'temporal-region',t,,<--,793, BFO-ejl-1, mtt,612,,,,
pf,694,CRT,FALSE,'instance-of',a,process,t,,<--,788, BFO-lso-1, mtt,612,,,,
pf,693,CRT,FALSE,'instance-of',a,change,t,,<--,42, BFOCE-cha-01, mtt,612,,,,
pf,692,CRT,FALSE,'spatially-projects-onto',t,t1,t,,<--,536, BFO-blj-1, mtt,614,,,,
pf,691,CRT,FALSE,'instance-of',t,history,t,,<--,787, BFO-zuj-1, mtt,615,,,,
pf,690,CRT,FALSE,'participates-in',t1,t,t,,<--,449, BFO-ild-1, mtt,615,,,,
pf,689,CRT,FALSE,'temporally-projects-onto',sk19,sk33,,,<--,513, BFO-jtq-1, mtt,616,90,,,
pf,688,CRT,FALSE,'happens-throughout',c1,sk33,,,<--,39, BFOCE-htr-04, mtt,616,13,,,
pf,687,CRT,FALSE,'exists-throughout',c1,sk33,,,<--,34, BFOCE-ett-04, mtt,616,23,,,
pf,686,CRT,FALSE,'instance-of',a,'zero-dimensional-spatial-region',t,,<--,817, BFO-abh-1, mtt,617,,,,
pf,685,CRT,FALSE,'instance-of',a,'two-dimensional-spatial-region',t,,<--,816, BFO-abo-1, mtt,617,,,,
pf,684,CRT,FALSE,'instance-of',a,'one-dimensional-spatial-region',t,,<--,815, BFO-fzn-1, mtt,617,,,,
pf,683,CRT,FALSE,'spatially-projects-onto',t1,a,t,,<--,535, BFO-blj-1, mtt,617,,,,
pf,682,CRT,FALSE,'occupies-spatial-region',t1,a,t,,<--,486, BFO-lzw-1, mtt,617,,,,
pf,681,CRT,FALSE,'instance-of',a,'three-dimensional-spatial-region',t,,<--,204, BFO-fzg-1, mtt,617,244,,,
pf,680,CRT,FALSE,'has-proper-temporal-part',c1,c1,,,<--,667, BFO-dbc-1, mtt,618,,,,
pf,679,CRT,FALSE,'is-sequence-part-of',c1,c1,,,<--,167, BFOCE-chs-02, mtt,618,,,,
pf,678,CRT,FALSE,'has-proper-occurrent-part',c1,c1,,,<--,349, BFO-wim-1, mtt,619,,,,
pf,677,CRT,FALSE,'has-proper-temporal-part',t,t,,,<--,667, BFO-dbc-1, mtt,620,,,,
pf,676,CRT,FALSE,'is-sequence-part-of',t,t,,,<--,167, BFOCE-chs-02, mtt,620,,,,
pf,675,CRT,FALSE,'has-proper-occurrent-part',t,t,,,<--,349, BFO-wim-1, mtt,621,,,,
pf,674,CRT,FALSE,'has-proper-temporal-part',t2,t2,,,<--,667, BFO-dbc-1, mtt,622,,,,
pf,673,CRT,FALSE,'is-sequence-part-of',t2,t2,,,<--,167, BFOCE-chs-02, mtt,622,,,,
pf,672,CRT,FALSE,'has-proper-occurrent-part',t2,t2,,,<--,349, BFO-wim-1, mtt,623,,,,
pf,671,CRT,FALSE,'has-proper-temporal-part',r2,r2,,,<--,667, BFO-dbc-1, mtt,624,,,,
pf,670,CRT,FALSE,'is-sequence-part-of',r2,r2,,,<--,167, BFOCE-chs-02, mtt,624,,,,
pf,669,CRT,FALSE,'has-proper-occurrent-part',r2,r2,,,<--,349, BFO-wim-1, mtt,625,,,,
pf,668,CRT,FALSE,'instance-of',a,'zero-dimensional-spatial-region',t2,,<--,817, BFO-abh-1, mtt,626,,,,
pf,667,CRT,FALSE,'instance-of',a,'two-dimensional-spatial-region',t2,,<--,816, BFO-abo-1, mtt,626,,,,
pf,666,CRT,FALSE,'instance-of',a,'one-dimensional-spatial-region',t2,,<--,815, BFO-fzn-1, mtt,626,,,,
pf,665,CRT,FALSE,'spatially-projects-onto',t1,a,t2,,<--,535, BFO-blj-1, mtt,626,,,,
pf,664,CRT,FALSE,'occupies-spatial-region',t1,a,t2,,<--,486, BFO-lzw-1, mtt,626,,,,
pf,663,CRT,FALSE,'has-continuant-part',sk12,a,t2,,<--,204, BFO-fzg-1, mtt,626,65,,,
pf,662,CRT,FALSE,'instance-of',a,'three-dimensional-spatial-region',t2,,<--,204, BFO-fzg-1, mtt,626,144,,,
pf,661,CRT,FALSE,'continuant-part-of',r2,a,t2,,<--,202, BFO-kbr-1, mtt,626,30,,,
pf,660,CRT,FALSE,'continuant-part-of',sk12,a,t2,,<--,202, BFO-kbr-1, mtt,626,136,,,
pf,659,CRT,FALSE,'continuant-part-of',a,r2,t2,,<--,201, BFO-kbr-1, mtt,626,30,,,
pf,658,CRT,FALSE,'continuant-part-of',a,sk12,t2,,<--,201, BFO-kbr-1, mtt,626,136,,,
pf,657,CRT,FALSE,'uni-equivalent',r2,a,t2,,<--,186, BFOCE-ueq-01, mtt,626,30,59,140,
pf,656,CRT,FALSE,'uni-equivalent',sk12,a,t2,,<--,186, BFOCE-ueq-01, mtt,626,59,136,139,
pf,655,CRT,FALSE,'has-proper-temporal-part',t1,t1,,,<--,667, BFO-dbc-1, mtt,627,,,,
pf,654,CRT,FALSE,'is-sequence-part-of',t1,t1,,,<--,167, BFOCE-chs-02, mtt,627,,,,
pf,653,CRT,FALSE,'has-proper-occurrent-part',t1,t1,,,<--,349, BFO-wim-1, mtt,628,,,,
pf,652,CRT,FALSE,'has-proper-temporal-part',r1,r1,,,<--,667, BFO-dbc-1, mtt,629,,,,
pf,651,CRT,FALSE,'is-sequence-part-of',r1,r1,,,<--,167, BFOCE-chs-02, mtt,629,,,,
pf,650,CRT,FALSE,'has-proper-occurrent-part',r1,r1,,,<--,349, BFO-wim-1, mtt,630,,,,
pf,649,CRT,FALSE,'has-proper-temporal-part',a,a,,,<--,667, BFO-dbc-1, mtt,631,,,,
pf,648,CRT,FALSE,'is-sequence-part-of',a,a,,,<--,167, BFOCE-chs-02, mtt,631,,,,
pf,647,CRT,FALSE,'has-proper-occurrent-part',a,a,,,<--,349, BFO-wim-1, mtt,632,,,,
pf,646,CRT,FALSE,'instance-of',a,'zero-dimensional-spatial-region',t1,,<--,817, BFO-abh-1, mtt,633,,,,
pf,645,CRT,FALSE,'instance-of',a,'two-dimensional-spatial-region',t1,,<--,816, BFO-abo-1, mtt,633,,,,
pf,644,CRT,FALSE,'instance-of',a,'one-dimensional-spatial-region',t1,,<--,815, BFO-fzn-1, mtt,633,,,,
pf,643,CRT,FALSE,'spatially-projects-onto',t1,a,t1,,<--,535, BFO-blj-1, mtt,633,,,,
pf,642,CRT,FALSE,'occupies-spatial-region',t1,a,t1,,<--,486, BFO-lzw-1, mtt,633,,,,
pf,641,CRT,FALSE,'has-continuant-part',sk4,a,t1,,<--,204, BFO-fzg-1, mtt,633,45,,,
pf,640,CRT,FALSE,'instance-of',a,'three-dimensional-spatial-region',t1,,<--,204, BFO-fzg-1, mtt,633,180,,,
pf,639,CRT,FALSE,'continuant-part-of',r1,a,t1,,<--,202, BFO-kbr-1, mtt,633,33,,,
pf,638,CRT,FALSE,'continuant-part-of',sk4,a,t1,,<--,202, BFO-kbr-1, mtt,633,173,,,
pf,637,CRT,FALSE,'continuant-part-of',a,r1,t1,,<--,201, BFO-kbr-1, mtt,633,33,,,
pf,636,CRT,FALSE,'continuant-part-of',a,sk4,t1,,<--,201, BFO-kbr-1, mtt,633,173,,,
pf,635,CRT,FALSE,'uni-equivalent',r1,a,t1,,<--,186, BFOCE-ueq-01, mtt,633,33,38,177,
pf,634,CRT,FALSE,'uni-equivalent',sk4,a,t1,,<--,186, BFOCE-ueq-01, mtt,633,38,173,176,
pf,633,CRT,FALSE,'instance-of',a,'spatial-region',t1,,<--,488, BFO-lzw-1, mpt,1,,,,
pf,632,CRT,FALSE,'proper-occurrent-part-of',a,a,,,<--,353, BFO-okr-1, mpt,2,,,,
pf,631,CRT,FALSE,'proper-temporal-part-of',a,a,,,<--,675, BFO-aeu-1, mpt,2,,,,
pf,630,CRT,FALSE,'proper-occurrent-part-of',r1,r1,,,<--,353, BFO-okr-1, mpt,3,,,,
